station,region,lat_req,lon_req,lat_actual,lon_actual,date,sst_c
인천,서해,37.4519,126.5922,37.3750,126.6250,1985-11-01,14.1340
인천,서해,37.4519,126.5922,37.3750,126.6250,1985-12-01,9.3248
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-01-01,5.3116
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-02-01,3.6286
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-03-01,3.6874
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-04-01,7.5893
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-05-01,11.4865
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-06-01,16.1557
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-07-01,20.7206
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-08-01,23.3784
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-09-01,22.2743
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-10-01,18.0232
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-11-01,13.2693
인천,서해,37.4519,126.5922,37.3750,126.6250,1986-12-01,10.0477
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-01-01,6.3487
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-02-01,4.5721
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-03-01,4.9990
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-04-01,6.7347
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-05-01,10.8594
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-06-01,16.2220
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-07-01,21.2939
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-08-01,22.7410
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-09-01,22.4840
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-10-01,19.1148
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-11-01,14.6310
인천,서해,37.4519,126.5922,37.3750,126.6250,1987-12-01,9.1729
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-01-01,5.8123
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-02-01,4.6797
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-03-01,4.9597
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-04-01,7.5633
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-05-01,11.8358
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-06-01,17.6877
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-07-01,21.7316
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-08-01,23.9084
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-09-01,23.2467
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-10-01,19.7571
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-11-01,14.4653
인천,서해,37.4519,126.5922,37.3750,126.6250,1988-12-01,9.0039
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-01-01,6.3539
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-02-01,5.2521
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-03-01,5.4306
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-04-01,8.9593
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-05-01,12.6677
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-06-01,17.3207
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-07-01,21.6545
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-08-01,24.0016
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-09-01,23.1473
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-10-01,19.1710
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-11-01,14.6783
인천,서해,37.4519,126.5922,37.3750,126.6250,1989-12-01,9.7529
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-01-01,5.7610
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-02-01,4.5661
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-03-01,5.9852
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-04-01,8.1447
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-05-01,12.5700
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-06-01,16.3137
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-07-01,20.9213
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-08-01,25.0955
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-09-01,22.8107
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-10-01,20.0129
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-11-01,15.6673
인천,서해,37.4519,126.5922,37.3750,126.6250,1990-12-01,10.7526
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-01-01,6.3548
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-02-01,4.5796
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-03-01,5.0355
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-04-01,8.0523
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-05-01,12.8390
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-06-01,17.2973
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-07-01,21.7410
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-08-01,23.6135
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-09-01,22.3510
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-10-01,18.4716
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-11-01,13.8327
인천,서해,37.4519,126.5922,37.3750,126.6250,1991-12-01,9.1139
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-01-01,6.8581
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-02-01,5.6552
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-03-01,6.3645
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-04-01,9.5850
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-05-01,12.5068
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-06-01,16.4343
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-07-01,20.4442
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-08-01,23.7410
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-09-01,23.3293
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-10-01,19.3513
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-11-01,14.3470
인천,서해,37.4519,126.5922,37.3750,126.6250,1992-12-01,9.1897
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-01-01,5.8645
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-02-01,4.3964
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-03-01,4.7281
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-04-01,7.0677
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-05-01,11.0497
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-06-01,16.0233
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-07-01,20.3210
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-08-01,22.4561
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-09-01,22.5217
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-10-01,19.4529
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-11-01,14.3093
인천,서해,37.4519,126.5922,37.3750,126.6250,1993-12-01,9.5732
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-01-01,5.5529
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-02-01,3.6564
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-03-01,4.2629
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-04-01,7.7003
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-05-01,11.5055
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-06-01,16.1120
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-07-01,22.1935
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-08-01,25.4052
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-09-01,23.9570
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-10-01,19.8168
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-11-01,15.2820
인천,서해,37.4519,126.5922,37.3750,126.6250,1994-12-01,10.5590
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-01-01,6.0561
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-02-01,4.5321
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-03-01,5.2694
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-04-01,8.3607
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-05-01,13.0987
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-06-01,16.5407
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-07-01,22.0365
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-08-01,25.0297
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-09-01,23.2297
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-10-01,19.6397
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-11-01,14.6487
인천,서해,37.4519,126.5922,37.3750,126.6250,1995-12-01,9.4287
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-01-01,5.5226
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-02-01,4.0666
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-03-01,4.7190
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-04-01,6.9760
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-05-01,10.3755
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-06-01,17.8077
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-07-01,19.7381
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-08-01,23.7468
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-09-01,23.0183
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-10-01,19.6203
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-11-01,14.4683
인천,서해,37.4519,126.5922,37.3750,126.6250,1996-12-01,9.3184
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-01-01,6.1574
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-02-01,5.0525
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-03-01,5.4465
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-04-01,7.6023
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-05-01,12.4794
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-06-01,17.6850
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-07-01,22.7716
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-08-01,24.9584
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-09-01,23.9123
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-10-01,18.9577
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-11-01,14.3917
인천,서해,37.4519,126.5922,37.3750,126.6250,1997-12-01,10.3887
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-01-01,6.8929
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-02-01,5.3864
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-03-01,6.0810
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-04-01,9.2997
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-05-01,13.0323
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-06-01,16.9497
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-07-01,21.3452
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-08-01,24.0297
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-09-01,24.2070
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-10-01,20.6416
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-11-01,15.2547
인천,서해,37.4519,126.5922,37.3750,126.6250,1998-12-01,10.0619
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-01-01,6.5516
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-02-01,4.4679
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-03-01,5.1761
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-04-01,8.2673
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-05-01,12.3971
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-06-01,16.2777
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-07-01,21.3065
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-08-01,23.7535
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-09-01,23.0310
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-10-01,19.3916
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-11-01,14.8793
인천,서해,37.4519,126.5922,37.3750,126.6250,1999-12-01,8.6752
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-01-01,6.0881
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-02-01,5.1193
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-03-01,4.5319
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-04-01,7.6993
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-05-01,11.8177
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-06-01,16.7977
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-07-01,21.8084
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-08-01,24.2252
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-09-01,23.1840
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-10-01,19.2374
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-11-01,14.4020
인천,서해,37.4519,126.5922,37.3750,126.6250,2000-12-01,9.7303
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-01-01,5.7639
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-02-01,4.5771
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-03-01,4.9371
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-04-01,7.6090
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-05-01,12.1452
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-06-01,17.5980
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-07-01,21.7203
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-08-01,25.0739
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-09-01,24.0810
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-10-01,19.2635
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-11-01,15.0723
인천,서해,37.4519,126.5922,37.3750,126.6250,2001-12-01,9.5603
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-01-01,5.4526
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-02-01,4.8918
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-03-01,5.6590
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-04-01,8.6703
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-05-01,12.7165
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-06-01,16.7917
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-07-01,21.5606
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-08-01,22.7552
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-09-01,21.7977
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-10-01,18.7358
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-11-01,13.2633
인천,서해,37.4519,126.5922,37.3750,126.6250,2002-12-01,8.3274
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-01-01,5.0471
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-02-01,3.0164
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-03-01,4.6835
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-04-01,7.0653
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-05-01,12.9668
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-06-01,18.0040
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-07-01,19.4468
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-08-01,22.3529
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-09-01,21.7443
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-10-01,19.0403
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-11-01,14.8130
인천,서해,37.4519,126.5922,37.3750,126.6250,2003-12-01,10.2374
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-01-01,5.9026
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-02-01,3.9803
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-03-01,5.0284
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-04-01,8.3033
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-05-01,12.8213
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-06-01,16.9720
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-07-01,21.5613
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-08-01,24.3871
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-09-01,22.7673
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-10-01,18.8932
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-11-01,15.1937
인천,서해,37.4519,126.5922,37.3750,126.6250,2004-12-01,10.7503
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-01-01,6.5248
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-02-01,3.6357
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-03-01,3.1984
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-04-01,7.9127
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-05-01,12.0732
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-06-01,17.2657
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-07-01,21.9752
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-08-01,23.3235
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-09-01,22.5907
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-10-01,19.4352
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-11-01,14.6347
인천,서해,37.4519,126.5922,37.3750,126.6250,2005-12-01,8.7197
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-01-01,4.5832
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-02-01,3.0621
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-03-01,4.2426
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-04-01,7.4017
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-05-01,12.2726
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-06-01,16.1377
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-07-01,20.7094
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-08-01,24.7777
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-09-01,22.7107
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-10-01,20.7026
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-11-01,16.0757
인천,서해,37.4519,126.5922,37.3750,126.6250,2006-12-01,10.3574
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-01-01,5.0484
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-02-01,4.6396
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-03-01,5.1474
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-04-01,8.3780
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-05-01,12.5019
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-06-01,16.6800
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-07-01,20.9039
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-08-01,22.9023
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-09-01,22.4730
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-10-01,19.7561
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-11-01,15.1813
인천,서해,37.4519,126.5922,37.3750,126.6250,2007-12-01,9.6242
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-01-01,5.3623
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-02-01,3.1524
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-03-01,4.3210
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-04-01,7.8477
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-05-01,11.7371
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-06-01,16.3103
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-07-01,21.0416
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-08-01,23.1294
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-09-01,23.0643
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-10-01,19.7694
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-11-01,15.5450
인천,서해,37.4519,126.5922,37.3750,126.6250,2008-12-01,10.0358
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-01-01,4.4477
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-02-01,4.5289
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-03-01,5.4600
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-04-01,8.6813
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-05-01,12.2313
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-06-01,16.4140
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-07-01,20.2487
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-08-01,22.8971
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-09-01,23.1807
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-10-01,20.4035
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-11-01,15.3070
인천,서해,37.4519,126.5922,37.3750,126.6250,2009-12-01,9.3877
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-01-01,5.3610
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-02-01,3.3450
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-03-01,5.0674
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-04-01,9.7487
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-05-01,11.1394
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-06-01,16.9620
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-07-01,21.2774
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-08-01,22.6716
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-09-01,23.9523
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-10-01,20.1465
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-11-01,14.2897
인천,서해,37.4519,126.5922,37.3750,126.6250,2010-12-01,8.8497
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-01-01,3.6842
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-02-01,1.8382
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-03-01,3.6074
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-04-01,6.9350
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-05-01,10.4655
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-06-01,15.2497
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-07-01,20.2235
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-08-01,22.8310
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-09-01,22.5000
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-10-01,19.0052
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-11-01,15.7023
인천,서해,37.4519,126.5922,37.3750,126.6250,2011-12-01,10.1839
인천,서해,37.4519,126.5922,37.3750,126.6250,2012-01-01,4.9997
인천,서해,37.4519,126.5922,37.3750,126.6250,2012-02-01,2.6062
