path,size,sha256
pyproject.toml,1091,990786b0702abb4fb6f58833cc0c3a064e421557b266e6a901f458426ad81b2a
stormevents/__init__.py,46,cc02cf574ab3afbd6cf21c6c8d5855508182556516afc82e219ac23b863bdc96
stormevents/nhc/__init__.py,92,cc639c69ec7ce5e191b80e2a7c7b47e411c04311119b1ed659280b49ad6998f4
stormevents/nhc/atcf.py,17928,959229b66b2b74eb9d4d6da70f0653b7fdc132865ee99d43970587a82a560a5b
stormevents/nhc/const.py,3790,a34b932e1afdbd3d0965b6a072d3e6a8b910352d481c813f0fd1e327ca57874b
stormevents/nhc/storms.py,8760,92c28507b0cb93993734c85e328ae62a1ffd2a69f9685ca2aea18dc2e11afcfe
stormevents/nhc/track.py,64583,9de0b7a61c00e4d25ba42869c9d5dbe4c1cd49fb65ddcf3bd141338b03741e52
stormevents/stormevent.py,20294,22cc8234b21ef9ff0578fc10434208bdbe1b31eb29087a88fd2caf0a884d15b1
stormevents/usgs/__init__.py,352,9df2667bafb9b4492353cc01542caffd6dc99b64c153e004828b9ceebdb89e1e
stormevents/usgs/base.py,363,85622304f3724ded76b3fa5480b26c0c8819a57de4f5d3b5a119d468838cf571
stormevents/usgs/events.py,29439,74337ad5854e15c09c0bc6c6249774e4730e500b9d789a5670c91f6d0c369013
stormevents/usgs/highwatermarks.py,15329,52b4becc2095cbb2ccfef073a704609de1397ab193c53d940612595e6b678949
stormevents/usgs/sensors.py,5270,36d389b3c25c05287f6c8073a197ac5c0450866763efcae416d1319f486d53dc
stormevents/utilities.py,3862,81eceb98807bbcaa12e313ab0e98bc01b381fab610309ec820642e51ba4fdd21
tests/__init__.py,3222,338c34a7e7054047001b98ef129766ab43543d0bd1cbbbe2d14e8aa50b363d57
tests/data/input/test_pcfill/barry2019-bdeck.dat,5880,4181ae9552ad29670a4d061312f7724bf7c6008433d812aee6f126f4d364d091
tests/data/input/test_pcfill/beryl2024-bdeck.dat,21336,f96035e5e5b7ac178471d62c0568b6485aaf55e084db684b90bf2b10b744fb25
tests/data/input/test_pcfill/beta2020-bdeck.dat,7224,95dc3d9043c8864922b8007d74735c1eb707fe9bdd5285f22d024e15b9dcfd44
tests/data/input/test_pcfill/cristobal2020-bdeck.dat,8400,2528810be08b4a24fc8d0007c655ace1203109ebccaf5613a9ca95213010e263
tests/data/input/test_pcfill/debby2024-bdeck.dat,8064,88b6ffc350769769b2099ccbaacf60a662c671316353d1d472475499a436a3f4
tests/data/input/test_pcfill/delta2020-bdeck.dat,11928,a885ffe01fc6f1c4033d958f7c26e8cf30ed92c114b53a8151f89dc05bba5acb
tests/data/input/test_pcfill/dorian2019-bdeck.dat,28728,52647801da449b3391fad366f2a8110fd017e24d4fe16695aa01189099efced1
tests/data/input/test_pcfill/elsa2021-bdeck.dat,12936,9e4f455106664ae524e529cccaad0caa131b3cba976498d2cc4d2b8eef007482
tests/data/input/test_pcfill/eta2020-bdeck.dat,16781,8c8094fd21a0db90c1f0ea0755e08a19a00012dbba6098923516cc08cdf51012
tests/data/input/test_pcfill/florence2018-bdeck.dat,28560,ca1724e2fb19248f0d396cb843ff1bcdb196cb0d377db144d4050f58fb27c0ae
tests/data/input/test_pcfill/francine2024-bdeck.dat,6720,8856847b0887e6acc6f3db2c6af2e44f5425bff76c45e40aded2e322a1551368
tests/data/input/test_pcfill/fred2021-bdeck.dat,8400,7c96f8665e8a01ea97795390e4d1555159b2e62d23986a9f74a643ddfdbfcd61
tests/data/input/test_pcfill/gordon2018-bdeck.dat,5376,26714cbd2505428344487fb402ccada1052bc83480fa6efaeabd5b1e9871244d
tests/data/input/test_pcfill/gustav2008-bdeck.dat,15372,38857106aeb646c9c08e59827e58c4d270a59e0509a54d5263c529fe1707b074
tests/data/input/test_pcfill/hanna2020-bdeck.dat,5376,8149e6d507ac500580e47c5f6c4c80f17e611fa50d4ba1dc7b8c70e6c4e31f47
tests/data/input/test_pcfill/harvey2017-bdeck.dat,15773,ed09e47dc9e098daabedb9abad2ead2620ff316f18cbe3e320498bd8bb109e00
tests/data/input/test_pcfill/helene2024-bdeck.dat,8064,e1d5cc490b7530c66dd52cd0b35822d226d9fbbbf595b2b9ce9c5d154ca05dd9
tests/data/input/test_pcfill/henri2021-bdeck.dat,11424,4aff625438da8f5b552273a0d47085e5ab837375d2cf45f04172a148ef6f8ea3
tests/data/input/test_pcfill/hermine2016-bdeck.dat,12562,62b255b7997d1af962b4632c6487726f5c7edccc9899fae9bba9610ee944abf6
tests/data/input/test_pcfill/ian2022-bdeck.dat,14952,551f0976de8d28de802c61a3edda3e9c69b263039a8b49eae95524f4e35d33ff
tests/data/input/test_pcfill/ida2021-bdeck.dat,11256,a5b0a485f9764ce603c744101ff568206a61700fe164b38f70547c6b25a2d6fa
tests/data/input/test_pcfill/idalia2023-bdeck.dat,16296,a9d727bccf83ca60299706a6ddda88e94fa1daca0982c4d62339c496ca35faeb
tests/data/input/test_pcfill/ike2008-bdeck.dat,25784,f844b4ed2282ae8a2f8f2bbbd1064f76fb6655212c1f98c67b4d827857407bbd
tests/data/input/test_pcfill/irene2011-bdeck.dat,16114,a23aa29f9e2affd86e6402b9a281d48c870d8a9c2412c10e374b38334f22224f
tests/data/input/test_pcfill/irma2017-bdeck.dat,29064,671235ba817444030d400f2d4379d726f9a23d5e569d4e5f29aeb8c967354593
tests/data/input/test_pcfill/isaac2012-bdeck.dat,13720,de980b0bd38577fe712c79128ff88453e6f201bb0df247398ee323bf402ca40b
tests/data/input/test_pcfill/isaias2020-bdeck.dat,12600,67c4b5995c4614c4cd83abb83ab73d98f0624e61b53106006aa54ceec76a98f7
tests/data/input/test_pcfill/laura2020-bdeck.dat,11592,2b7183e0d9f2b20fd883d2ed01f932bc0ba16035d619bf873a255c03c37d46e8
tests/data/input/test_pcfill/marco2020-bdeck.dat,5208,b6b5563c6e4e60ff1e536d909eeb2f8fd3e6fe06dc7a46b3490945beb4048f30
tests/data/input/test_pcfill/matthew2016-bdeck.dat,24005,3ee409085831a82cfd46b0493c05b5b4204b6c5fa135d582cbd616ac5d23a12b
tests/data/input/test_pcfill/michael2018-bdeck.dat,14280,2bb767e7bbc7d46f48420807b1e96723efb9a64a83f6291e251b2dd4d92c3c4c
tests/data/input/test_pcfill/milton2024-bdeck.dat,13776,89088039f0f7ca1876c16d1e7f36908e6268d6ab0f8f105b3ed6bc091994f97e
tests/data/input/test_pcfill/nate2017-bdeck.dat,7392,7e01069759c0890c895778027c142f0d481d49c9d86b31e421e7e29ec3f65a1d
tests/data/input/test_pcfill/nicholas2021-bdeck.dat,5208,25c3cb274fe210984c3a0996f0dcd64063d801011b8906a1381dc6ff3243205b
tests/data/input/test_pcfill/sally2020-bdeck.dat,8904,2e52357567127ff50bb0b9857cd2d5a2f048d49f66eb1d73f09fdf08c6204a87
tests/data/input/test_pcfill/sandy2012-bdeck.dat,16584,73fce08644919defb618046240fdbac4dbb51de173f61b19461723ea05314468
tests/data/input/test_pcfill/zeta2020-bdeck.dat,8904,0469f7d6930d5148c9509b7a85878ddbe89eeb78f8fe3161145ef4c70654b5cf
tests/data/input/test_usgs_flood_event/florence2018.csv,411184,57f547cb97a8173c14da2c9680fcc001d2cebda91c0052680cf9bc66f81a2f5b
tests/data/input/test_vortex_track_from_file/AL062018.dat,36621,a0613e005f3e583c2953c001505d6729da35c502c579293f2ba89d0efae63d0d
tests/data/input/test_vortex_track_from_file/irma2017_fort.22,25338,6b454f674f814d3cf4e28bb16eb9fb4ff26ce44a097d1fb4fd3347240f400230
tests/data/input/test_vortex_track_no_internet/fort.22,11620,9eac9380827596925eff856c1017e0ddd6bc39230e41167ce6f192eda1cd1e2f
tests/data/reference/test_pcfill/barry2019-bdeck_chavas.dat,5880,89cfb534d01cc4b4bfed6dbaa899fa7cdae633adf1a2d2acfdb4ba73a32e9f69
tests/data/reference/test_pcfill/barry2019-bdeck_courtney.dat,5880,e841be21abbdc3c7d998dc7a25e1ddf336c5d532304507853d4e81f1eb641780
tests/data/reference/test_pcfill/beryl2024-bdeck_chavas.dat,21336,64ff6745d7bd4cc65ebf98b3b1881862088eeada0579c81948ae697140b74e7b
tests/data/reference/test_pcfill/beryl2024-bdeck_courtney.dat,21336,3f129ca770f099d5a62f6ede9d73c7a9cfb19463bc344ca08f817d943eaf88d6
tests/data/reference/test_pcfill/beta2020-bdeck_chavas.dat,7224,6622bcdc0674e974fa6a869ba9589918312a84054cd8c192a118fb44d218dbf9
tests/data/reference/test_pcfill/beta2020-bdeck_courtney.dat,7224,86198d31d4e06bb22c49b00a56ec88ee548d7f00b1d69737a427033f592a9f3e
tests/data/reference/test_pcfill/cristobal2020-bdeck_chavas.dat,8400,a787a8eb0d2088bb6f8fdfa2a1e0cf2ca825db1bedd062fd08fc48c8ade236f9
tests/data/reference/test_pcfill/cristobal2020-bdeck_courtney.dat,8400,f1ede0e0099b96298fcc431c95bf6ac49c05ec7d4fc1c265bfb3a4a1c7c9ca43
tests/data/reference/test_pcfill/debby2024-bdeck_chavas.dat,8064,bf628afba7785ed131060b05ca23884063f3d120c0e337b38e401e2c6e18faa3
tests/data/reference/test_pcfill/debby2024-bdeck_courtney.dat,8064,fbf43292e901653644f8262fd093b3f27d523db1adbeb3d60ae327ee84bfdfbb
tests/data/reference/test_pcfill/delta2020-bdeck_chavas.dat,11928,652bbfba419a031789d980ebbd0f0bf167ac05eb157bc5118b80dcfc93fd9432
tests/data/reference/test_pcfill/delta2020-bdeck_courtney.dat,11928,4f50b2e2fbd8675f257466162e0e3b5d6c8ce356f30d307cb0518da9de3ca5ae
tests/data/reference/test_pcfill/dorian2019-bdeck_chavas.dat,28728,59d8e144a95bd4914b75355af0b3e74bb957f9d5d8a18a2a97978a8688597ab6
tests/data/reference/test_pcfill/dorian2019-bdeck_courtney.dat,28728,f1afca524e7a87b3d8653aa61425a9b141ad439615f1d76d526c7cbc96ee1364
tests/data/reference/test_pcfill/elsa2021-bdeck_chavas.dat,12936,c9264950208cad8c3711de6c7150dc5439d35b045d5cd0f1667339b97b576fa7
tests/data/reference/test_pcfill/elsa2021-bdeck_courtney.dat,12936,037fd6b6f308fd21fa69561200f40d51ae6935c1caa6c8baa06da6e606f18e9c
tests/data/reference/test_pcfill/eta2020-bdeck_chavas.dat,16796,f293891785a6eaf06011c8edc1302bd148fc133f80c4284590a7424da95c0062
tests/data/reference/test_pcfill/eta2020-bdeck_courtney.dat,16796,fb43eba26a0207cf2833bb8fe589ef393df12a0511daa32d2e492cff5d188941
tests/data/reference/test_pcfill/florence2018-bdeck_chavas.dat,28560,b41547c60fb0d6bb60e6d026da9bf5796b4eb33c11fd140bffb869d71b913412
tests/data/reference/test_pcfill/florence2018-bdeck_courtney.dat,28560,9b4c34f6dda884ed75654ac60e675f8f2dd2238d02a16127daf4d7af42af8940
tests/data/reference/test_pcfill/francine2024-bdeck_chavas.dat,6720,d88ca0af790178fbf40e6e6403b9a9f1b3580b4059429ca5e15df8388b5aa2f3
tests/data/reference/test_pcfill/francine2024-bdeck_courtney.dat,6720,24f7854815dc68f1a92b864e90ec823e38100aa33ee7589d9cd71519ea41122f
tests/data/reference/test_pcfill/fred2021-bdeck_chavas.dat,8400,4387cca27ca3173fe789abb8d38dfce6172bbfa382bfc3af74d611644a07902d
tests/data/reference/test_pcfill/fred2021-bdeck_courtney.dat,8400,b7baf676ce57ff29a2caee2174579883c99283a447e2523e179ea4b71ce88cd8
tests/data/reference/test_pcfill/gordon2018-bdeck_chavas.dat,5376,b9d6be8b6ea6655ef83d95ce8a485b2a195af25543c3b02298380c6ac80b8ce8
tests/data/reference/test_pcfill/gordon2018-bdeck_courtney.dat,5376,21a57792612a3c2897cef39bc6670847d4f3001dcb217e0fbcadf2580a4f4e5b
tests/data/reference/test_pcfill/gustav2008-bdeck_chavas.dat,15755,43aff66352edc10ca02a83bdb8e2cdbd17dec0bf9676e2eb2ca0335cf9102707
tests/data/reference/test_pcfill/gustav2008-bdeck_courtney.dat,15755,39b0af6e281a975920caa3ae5fbe3e9cfb43149f9504621ffe7ca4668384e38d
tests/data/reference/test_pcfill/hanna2020-bdeck_chavas.dat,5376,2f73e0ca06fbb94faedf896b4ce877d4d6fe11abfd4860c5f399cc243e8aaf64
tests/data/reference/test_pcfill/hanna2020-bdeck_courtney.dat,5376,45fca613f6f9d6c3332c0d9ab647baf8783d1ff21211a776d4712c1fc8aee31d
tests/data/reference/test_pcfill/harvey2017-bdeck_chavas.dat,15788,d8c4fdb4003e8fb37e0459593f1edec8f5211633577a370572955e400a9eca8f
tests/data/reference/test_pcfill/harvey2017-bdeck_courtney.dat,15788,65ff25fefdcd0dfe5b3ec099b143a28a83c26161e1b93df17e1a424f2bfd7914
tests/data/reference/test_pcfill/helene2024-bdeck_chavas.dat,8064,9987ce0ee2ca986f866a3dfa227cae6ffbf815dfbddea35ede190425d5405bb7
tests/data/reference/test_pcfill/helene2024-bdeck_courtney.dat,8064,eaddbbe4701bf8596cc85edea4f71c8e9fe06f57774b25bcd80b780e95e2e8e3
tests/data/reference/test_pcfill/henri2021-bdeck_chavas.dat,11424,2d23b464f27addf283efc2c7649254c2f1ab649c93fb16bc4bd39f6a9013fcb5
tests/data/reference/test_pcfill/henri2021-bdeck_courtney.dat,11424,b10d9cbee0956787151965af6b8f93ddcb65c8fcc43b343a9b5560346097e6c6
tests/data/reference/test_pcfill/hermine2016-bdeck_chavas.dat,12592,b4cee29ff1eb17c3ec181df1307f746fd0b7eea335188a7484a459eccfd5c8ca
tests/data/reference/test_pcfill/hermine2016-bdeck_courtney.dat,12592,d04595e116a6baa829364fca81bd54cc7805ebaf08b82f55c537f2e811325330
tests/data/reference/test_pcfill/ian2022-bdeck_chavas.dat,14952,b0707c791df77ebb25eccf258a5edbee0cec949297bd04d6f82533c4680932a1
tests/data/reference/test_pcfill/ian2022-bdeck_courtney.dat,14952,044ab3c48c8205323f9d028b3b3aa67f9dea657dd5063c67a41c907deee3c675
tests/data/reference/test_pcfill/ida2021-bdeck_chavas.dat,11256,9e42a6f9259d48ab8cb3490d7f4f2a4ccdb53ccb5f47440710af8b94d6eb0f04
tests/data/reference/test_pcfill/ida2021-bdeck_courtney.dat,11256,8bf9aa23ed124affc1e89dd2930d7ac7212eaa9e164cd65417545bea27cb27a7
tests/data/reference/test_pcfill/idalia2023-bdeck_chavas.dat,16296,24ceeb153472fed1cc443e48c8b69f5319b344a3bf671b651f5f10705bc3e9ef
tests/data/reference/test_pcfill/idalia2023-bdeck_courtney.dat,16296,fe14809f4f66a35eccfbab60f36896b78c4378fdf02a014d8e6ddc7eccb113fa
tests/data/reference/test_pcfill/ike2008-bdeck_chavas.dat,26145,8c0b638d2d18a87846ce1ab3baefbe82c0d8e72c8559db69dc3dbf9b23ec2f54
tests/data/reference/test_pcfill/ike2008-bdeck_courtney.dat,26145,a2cb2f54fb54ca387302f1024d0fc2a7c14dec82628b34b878cfe8e271ef30d9
tests/data/reference/test_pcfill/irene2011-bdeck_chavas.dat,16372,75ec692d1b648852899acc2ed69c7f845028d57e85b40f3dfd3c3766eb02d18c
tests/data/reference/test_pcfill/irene2011-bdeck_courtney.dat,16372,c006591bd7a899b2ed2bf79498665d383b09997cc3d0b20cdb471963e8d1dcaf
tests/data/reference/test_pcfill/irma2017-bdeck_chavas.dat,29064,f55c2e0ae0b7dde2d4f13de5c9ffc3e05f517fad156a58d848b427675bd65ff1
tests/data/reference/test_pcfill/irma2017-bdeck_courtney.dat,29064,13ffeaf86cf0d567bcb03cc7883e296055bd0d3a2ed6d799bda5f7496908b20a
tests/data/reference/test_pcfill/isaac2012-bdeck_chavas.dat,13986,bb1831c8c2a062bca789962c1cc740f83a444a30af6784764b407efc807ea9e5
tests/data/reference/test_pcfill/isaac2012-bdeck_courtney.dat,13986,d43e6be1ffef4554aae7c606c985a45a4ba4e23ba8a9c0fab89b8266f09343c2
tests/data/reference/test_pcfill/isaias2020-bdeck_chavas.dat,12600,40eb88c0b80b1e6b7b6b787eb5358be8c22c406b5ee586f1fbb0d3bbee36d4df
tests/data/reference/test_pcfill/isaias2020-bdeck_courtney.dat,12600,68ada2270e84b87ec95be7feeca76f7d423f9efbfbb817c670687194fdfa2bec
tests/data/reference/test_pcfill/laura2020-bdeck_chavas.dat,11592,e0dc347c32f8526adbc58f412c780ba82cca737276170f823022d4024faa8507
tests/data/reference/test_pcfill/laura2020-bdeck_courtney.dat,11592,051829f4aade6513b8ba7f0410c1a3f14ea1617d3d595ce1a0068f35b8cf1175
tests/data/reference/test_pcfill/marco2020-bdeck_chavas.dat,5208,0d2423f2239cbbaeb1986aa6b134447229ea3a2ac0dbd0171749576e12c61910
tests/data/reference/test_pcfill/marco2020-bdeck_courtney.dat,5208,5e484c0fa800f5ede123d60727f83866896b34d2c6667e635386844bef2ae9db
tests/data/reference/test_pcfill/matthew2016-bdeck_chavas.dat,24020,2502e4f98ab00f5a42bfa3b1d7b2b26fd57ca2be63c0bbf7ea89489f654b3a39
tests/data/reference/test_pcfill/matthew2016-bdeck_courtney.dat,24020,9fed14798f09dec75705e65919be803d6c2ef39d7efca46886bc940731ba4548
tests/data/reference/test_pcfill/michael2018-bdeck_chavas.dat,14280,4f65acb060f714e87d1475cb5d3a1ba7e17e0eb77a3a6725a0310b3136a5aee0
tests/data/reference/test_pcfill/michael2018-bdeck_courtney.dat,14280,c44eeaafbb3e94d23eb5be9b419193c0a2e1b001e7e3afb55f1efa46dd7a46a0
tests/data/reference/test_pcfill/milton2024-bdeck_chavas.dat,13776,8e728e76f781213d500b31e17cdc0af54f071c6aa9075a886b5e411ed75c5caf
tests/data/reference/test_pcfill/milton2024-bdeck_courtney.dat,13776,c4a24a434a87efc7eb55da2d1e17c268a71c7c04fdf6d4d85be2ef3a26f7a234
tests/data/reference/test_pcfill/nate2017-bdeck_chavas.dat,7392,09d12bf64fcac1418f8e187da7a88bc0ff685f6a01327535f1b54f2f8cbb413e
tests/data/reference/test_pcfill/nate2017-bdeck_courtney.dat,7392,5f9b0bb8bad246d135feedf3c248c1855a23e17e17c9e83cb41ba1945538ec86
tests/data/reference/test_pcfill/nicholas2021-bdeck_chavas.dat,5208,f6990c47c347b860688f6f4e46c02780a568417b6e68a8521b79080c98e8e09b
tests/data/reference/test_pcfill/nicholas2021-bdeck_courtney.dat,5208,9c9bc14a32bd4ec1764b3b64081bf1191fd30c41f609b891f48098441936698e
tests/data/reference/test_pcfill/sally2020-bdeck_chavas.dat,8904,72fdcf08521d6553054859ed39fd343d1f5da7c50e59f76a49d8ce8add1026ef
tests/data/reference/test_pcfill/sally2020-bdeck_courtney.dat,8904,85db6e7ca188683d2363c1fc1e8d26c553d90bc998027d97b547712994fea95a
tests/data/reference/test_pcfill/sandy2012-bdeck_chavas.dat,16926,ec7a43dc25d7a235b8f98d2fe5e96b874176d60055d6cded94c017da53d1d090
tests/data/reference/test_pcfill/sandy2012-bdeck_courtney.dat,16926,88caf427428f8acb06b727362b2e0a63b875233fecf7f0e71f0660109631887f
tests/data/reference/test_pcfill/zeta2020-bdeck_chavas.dat,8904,278a097b808fc4d98dc33b5d138e5af2a6164b6f17eaffa64cc7e0e955f9a90d
tests/data/reference/test_pcfill/zeta2020-bdeck_courtney.dat,8904,4dcc25a9763da811c1555a96da33aa9eae7b9d65bf0306810ab1bd147aa885bd
tests/data/reference/test_storm_event_high_water_marks/florence2018_hwm.csv,408597,45c727200a7357821cba445c107e3171ce3e3b589ed4dab9794719b17f90663a
tests/data/reference/test_storm_event_track/florence2018.fort.22,28050,292ce6d72858e611606ec8139bf6a2309ed590521302e92b42260512def7a629
tests/data/reference/test_storm_event_track/ida2021.fort.22,28050,292ce6d72858e611606ec8139bf6a2309ed590521302e92b42260512def7a629
tests/data/reference/test_usgs_flood_event/florence2018.csv,408597,45c727200a7357821cba445c107e3171ce3e3b589ed4dab9794719b17f90663a
tests/data/reference/test_usgs_flood_events/events.csv,3874,b18f23c73a86fb2a901e64264220361257ca3db49c4ee45112ea66dc5ff8fd2d
tests/data/reference/test_usgs_flood_storms/storms.csv,4952,c469be4c43a4e03887c3033a897ff6779b8191e08c6388ec1cc01d4731c30838
tests/data/reference/test_vortex_track/florence2018.fort.22,28050,292ce6d72858e611606ec8139bf6a2309ed590521302e92b42260512def7a629
tests/data/reference/test_vortex_track/harvey2017.fort.22,15656,6bed367b8c24818e6ab9c8ffc82b0da6d475ed767b80536feedaa33e2a0b0980
tests/data/reference/test_vortex_track/ike2008.fort.22,25310,6ed6b3fbc8b55b3466fd8852fde237804522214adbde5ab79e1fefce5d1dbf08
tests/data/reference/test_vortex_track/irene2011.fort.22,15817,a1f526da452d5b8c9fe4ae28f3910ba67c470465da06418f14a50a926631f332
tests/data/reference/test_vortex_track/irma2017.fort.22,28545,e347b6126ba140834849747ff665c7ee911edee716454a63cdf1c74d5d6460ef
tests/data/reference/test_vortex_track/isabel2003.fort.22,8405,bd32222863c215d3b72bf74e32341f812693212ace08eb0dd9c80b80b7423d97
tests/data/reference/test_vortex_track/maria2017.fort.22,28050,29e4e4a1264f872a7fd9b303845f77fbcfbe28dfb3daba847bc8359f2156dfcd
tests/data/reference/test_vortex_track/michael2018.fort.22,14025,5d516dd09076f38bfd6012a26038f8bb5eaf5916aa7e8242b40d11a031a3912f
tests/data/reference/test_vortex_track/sandy2012.fort.22,16275,9ebebce9425248b54bdc1b63d7853eea499f52a3103787bb43ac631b4a49bf98
tests/data/reference/test_vortex_track_file_decks/a-deck_CARQ.22,33000,d68dd9ed2d623e70d6197a107e02081d7fefdc1af2870183983c6332b3696e99
tests/data/reference/test_vortex_track_file_decks/a-deck_HMON.22,356240,781021b22730bf4ba965f32775b78d609fe2da0797e9ea354615ae3c4908fe83
tests/data/reference/test_vortex_track_file_decks/a-deck_HWRF.22,218955,18e0022bf2b1add7635ac5712d5db28408d05cc293863593255db8c73f11a5dd
tests/data/reference/test_vortex_track_file_decks/a-deck_OFCL.22,93073,e323d297608740b2ff6651ee79a20cadd9a4e8f15f067cc7521d2514362f72b5
tests/data/reference/test_vortex_track_file_decks/b-deck_BEST.22,10890,087190036157d1252d6352a998df5948c2a7e550c16868bb162918b1071b69c9
tests/data/reference/test_vortex_track_from_file/florence2018_fort.22,28050,8922ada04ad11c2720ed79ebb3c004990de69243be906bedbe9cbca336095731
tests/data/reference/test_vortex_track_from_file/irma2017_fort.22,12136,c236fe89f7c6ba09e3af0f33903db10d22f70241c3a16155f671fa40e72d9782
tests/data/reference/test_vortex_track_no_internet/vortex_1.22,10710,7a83785689275c0fedc70a56161e68ae180bb48d67fbd4e80018990fe2c04e0f
tests/data/reference/test_vortex_track_no_internet/vortex_2.22,10710,7a83785689275c0fedc70a56161e68ae180bb48d67fbd4e80018990fe2c04e0f
tests/data/reference/test_vortex_track_no_internet/vortex_3.22,10710,7a83785689275c0fedc70a56161e68ae180bb48d67fbd4e80018990fe2c04e0f
tests/data/reference/test_vortex_track_recompute_velocity/irma2017_fort.22,28545,e347b6126ba140834849747ff665c7ee911edee716454a63cdf1c74d5d6460ef
tests/data/reference/test_vortex_track_to_file/florence2018_OFCL.dat,216191,ae27b1e0d3cfd8478341b870ae1c9b115165f55eff0338a0761d219bdfa3abc2
tests/data/reference/test_vortex_track_to_file/florence2018_OFCL.fort.22,212324,5d4d333166fb04440551e3bb801fee8515bc2ea729f17ea4b3d4a6ffe8f33da2
tests/data/reference/test_vortex_track_to_file/florence2018_all.dat,1594743,e4b55daae21b7f4c00a86ce8cfd1ba11b9a4a6bce7f7d33dcd5872179052c038
tests/data/reference/test_vortex_track_to_file/florence2018_all.fort.22,1564473,bb0b8d5ff5764fafcc34ca4ed8bb6d89cdc48b1396cb979a25743b1117ddef4a
tests/data/reference/test_vortex_track_to_file/florence2018_best.dat,28560,ca1724e2fb19248f0d396cb843ff1bcdb196cb0d377db144d4050f58fb27c0ae
tests/data/reference/test_vortex_track_to_file/florence2018_best.fort.22,28050,0f9468ba78d00c523dd124ff79d830f9a1e3f5e46fd6dcc5e5d6cab5c26b3737
tests/test_atcf.py,2501,d88fe650258ea3861b4152847351710a8a48626178abb39b7f28413d6872f786
tests/test_nhc.py,17951,a12b442a6c093b7c9b4843219cc5bd6a3be819beaa10e36340a55eeca312feee
tests/test_pcfill.py,2073,8edb04210c90ef84c7c3afd88701004f0b64010d0ec04eb83fd9d0897af5fa8f
tests/test_stormevent.py,8670,251622d34d483e42b8124db31482f1acbc7b72864ac981eaa8ea6b1a4e35ce08
tests/test_usgs.py,3360,479080d3c01caf07d9f6d1a86d6a2367684edb447b81b7a8e49d62daac7ceaba
tests/test_utilities.py,2494,21f5a2c5f826b32cad80d1d21907846000e6a643be32c0dd9e671e4cfb227355
