path,bytes,sha256
examples/dflowfm_local/dflowfm/structures.ini,3952,481df3ae222119091c7b6f66f3daba394e7e009a68bed93f4435c8fdbc8aedbe
examples/dflowfm_local/dimr_config.xml,673,10a48387de5ce9a52676ff93f65c38b1f1def5646687cc14ce379e809a94bdfd
examples/dflowfm_local/geoms/boundaries.geojson,8998,7e988119cc6c7dc58453f05145a63c218b74f016a7733e8d31ea15305a866b53
examples/dflowfm_local/geoms/branches.geojson,21031,f501071c1b799d0bab527cff2f97481bdebf7e7ad7af00a6b7e6a9ecf1023532
examples/dflowfm_local/geoms/bridges.geojson,1132,27629911d0d1be6e9212ed2e89da298068ed4ac9ee47f43690b98027061b7119
examples/dflowfm_local/geoms/crosssections.geojson,37569,5d78aadfac14192f18c7b5ae91531366724387a4b345ad2cc05781e514bf8453
examples/dflowfm_local/geoms/culverts.geojson,744,714f528a398e39702137e7eca91d1afdad8276f68aaa30248e653db252a4f773
examples/dflowfm_local/geoms/manholes.geojson,8422,05f0aa0249c69b8da462363258082ca31bc4b72399110291fde5f5a6e60892a8
examples/dflowfm_local/geoms/mesh1d.geojson,43816,52e9ea50af24199a099fdb46fc1a6f6076811d021a152d2c884ebb10f7dc8a5a
examples/dflowfm_local/geoms/mesh2d.geojson,222040,95986a00cf15ad4f7a732ccd9ff93ad5fefe2d244afcbb317d6458efb725af12
examples/dflowfm_local/geoms/network1d.geojson,5611,22c488887ddf5e130b52caf6b916bde506c4c15bbb55cda597aa08c5acd8e68f
examples/dflowfm_local/geoms/pipe_nodes.geojson,6325,63fe0c12cb839ed039f1e2990779128d9b12214ac9057ad09f21266b27b2d39f
examples/dflowfm_local/geoms/pipes.geojson,10148,8c901d0f9da33d0f0f0890c20958d85adc8f1bd60f600de1b92340399becf560
examples/dflowfm_local/geoms/river_nodes.geojson,7860,e0afb9e9d720b7c894587650c79db9c9612da5f473ac98123088d243556f04ae
examples/dflowfm_local/geoms/rivers.geojson,11030,39a3585104f11c02c5b544afba7d4eda356a6f861d2afa676669c9cf9f4a0179
examples/dflowfm_local/hydromt_data.yml,4848,9216c9667db80f9ecf1f46ead1141c893d0c400316b5a0f2bfc577f9950a581d
examples/dflowfm_local/maps/bedlevel.tif,7757,02b9da7eca4ef866f4583944c2cb57d766c42d2359524946c7f61b940e0cdf1e
examples/dflowfm_piave/dflowfm/DFlowFM.mdu,42924,69fe089e48f8fdca6f5f9a5936f8ba8ddc68aa255383a2c1e385271f3d1c43ba
examples/dflowfm_piave/dflowfm/bnd.ext,986,08a717bc08da169995ba20d150be69624a03a42c1dc13bb21198a493861eb136
examples/dflowfm_piave/dflowfm/boundarycondition1d.bc,669,2198ea2d3f08556605e26e9d57eda66f1143d2c2d71d1edd6233eb08b43f092a
examples/dflowfm_piave/dflowfm/branches.gui,466157,d477831d0b7717e3ce85346e472d2ed1a455b9849bc756378de1bc70f3029399
examples/dflowfm_piave/dflowfm/crsdef.ini,4850,fcf1b1bb7b0f7f2692f09e9fd56ac8f5f2551e9920b61424886be2a7103dea39
examples/dflowfm_piave/dflowfm/crsloc.ini,831310,7d37cc29950d9015b60ea3e3fd9a46b099c8733df941bdc9dd760928f2e28e1f
examples/dflowfm_piave/dflowfm/fieldFile.ini,2347,9720e908f30c30d886a263f6a11716ecb929595d93ecfbb48b6b473e90b11902
examples/dflowfm_piave/dflowfm/fm_net.nc,930756,2587b9c876904a29948e83ec9ae8ba806dbd4db6e2d571a755688eeebf84e842
examples/dflowfm_piave/dflowfm/meteo_boundaryconditions.bc,217,9e3a1fdea642dc9c1156ca494010df8fdc40694d915c18276f636d3347572a47
examples/dflowfm_piave/dflowfm/nodeFile.ini,1613645,408c71fd54339525f756d14e3cdda0d28a9baf01a4839cf09b89f8bc0455c37b
examples/dflowfm_piave/dflowfm/roughness_Manning_0.023.ini,499,ed4be9b9ca1f4e752d6ac97edf0a2ae894cf676d4b50bd195ccf5997bbde1bfd
examples/dflowfm_piave/dflowfm/roughness_WhiteColeBrook_0.003.ini,520,fd4c6e55319cd7312bc5bfc3432e0f120898a5c6677c1e102e04262e9c579fef
examples/dflowfm_piave/dimr_config.xml,673,f4933c894a03a394932111d3cafa8934e80619a0f5c1005d6065e92b9f2a5631
examples/dflowfm_piave/geoms/boundaries.geojson,26746,7ca439251acca5f1656f2898481d6bb49d50dbd6a604462afe8fb9f03b1dfde8
examples/dflowfm_piave/geoms/branches.geojson,806663,dc675b00d910f77002e7422b80a13b8d388f8c7fec2f2205513296053fd9cb9f
examples/dflowfm_piave/geoms/crosssections.geojson,1380545,eff23292c21816fdb90ac5051f32c7eab9c6f60602400bd1a5a30c9d4c9abc13
examples/dflowfm_piave/geoms/manholes.geojson,658231,f70043f77d88c0cc7968105f4c75980525e85227b083456a2ef1e3926688cde4
examples/dflowfm_piave/geoms/mesh1d.geojson,362705,c1d5629076bbcf3132258a342464bfc2619bc2ac631e688f1804e79862be2189
examples/dflowfm_piave/geoms/mesh2d.geojson,112739,36d08491ac7778e2c877da843e309d8b9bfeade75eecc50a311bb55a808f6db9
examples/dflowfm_piave/geoms/network1d.geojson,203959,1789763ef5b8e7bc5ce56983e99e1e61a1adf516aafef9919161345a323207cf
examples/dflowfm_piave/geoms/pipe_nodes.geojson,969442,d623cab4ca430f8f7f31553bf5e16bbce90b442dc776efb8193d9314c01bc5ea
examples/dflowfm_piave/geoms/pipes.geojson,790135,47913cc185964714012fe815eda8ac66b91212d8fe0055d57b2a36c7ec55de94
examples/dflowfm_piave/geoms/river_nodes.geojson,2999,33260ef96850539710c81eeeb076acee1be3bcc88d80fe1f950ff60c75ecf772
examples/dflowfm_piave/geoms/rivers.geojson,16674,34af16635d81ec1aa833c74adc3fbe5778a49cc89beb53867cfbba708acce9e8
examples/dflowfm_piave/hydromt_data.yml,2296,b4ab7c579fdc08dac394f655947db009df687994ce6f6d9134195af98ed95eae
examples/dflowfm_piave/maps/InfiltrationCapacity.tif,29421,e7fa81204b304419d2edb21eebc45a54b122b52d05e848c6156263e340971a8b
examples/dflowfm_piave/maps/bedlevel.tif,41331,be6e53b43a6f734ec245dcdb09413e9ca7575a814f2bccb000c4a51daeb31213
examples/dflowfm_piave/maps/frictioncoefficient.tif,29421,d67189345074f444c5bdd9c87b5fa08d32a2c9ff08178a8b04e3da162ac370d3
examples/dflowfm_update_mesh2d_refine.yml,228,897e14413beec55cf063353df183576e75f793909e166dd9ecf25eac78f4cb9b
examples/hydromt_tutorial.ipynb,14810,364f590e0dcb79c8743137c0efc05d94b290d2650a246abce4396bed5820eed2
examples/plot_dflowfm_mesh.ipynb,7270,b4d5ffd53d25f57bf8412169f6070a6ee6048eb53c91531204a17f865f3efbe0
examples/update_refine_2dgrid.ipynb,9247,3a2cd227f2a3e4dca21b9783f6137e91a8e2f536cc63c7489ffac0b5bcffad39
hydromt_delft3dfm/__init__.py,766,c64d298c10a577e8cf37c1f55d2ca0ad31b2ea6572387941fc12bf9b7a18597c
hydromt_delft3dfm/components/__init__.py,610,3279d232ef81d72c84882d6075a14d4c1e174c6ce9c5cd9b79b24b3705ab7ff2
hydromt_delft3dfm/components/dimr.py,4034,a70f0fb7d7ce3b342d2f8b8d480c5e96f71007acfed05efd38092e9b8aae9689
hydromt_delft3dfm/components/forcing.py,6934,d0a09195fcedcc0b36c9370170eec3ce3c5106b9cd9422f1faddeceaf34dbac3
hydromt_delft3dfm/components/geoms.py,7633,b97e48542541ffe3e1d9b9a138965311d5a04885abe40548300e222488ddc321
hydromt_delft3dfm/components/inifield.py,21717,dd20a80dd135b42d48e41a76d7f3436af1f8f1889cfe6921b9018b301c45ceac
hydromt_delft3dfm/components/mdu.py,7659,9cfb37a80c969421b7465a7fd560c3aa7c3a68cd34bdc94f207fd9ea9b83dbd8
hydromt_delft3dfm/components/mesh.py,10385,84520f198af951c6e5c6415b35ec10fdf472d6c13e19100cc623d8ec4362e7ac
hydromt_delft3dfm/data/branches/channels_defaults.csv,295,238177497732f1041bf1ae127ac81ec901be6548a27a8936bdd6b294160248b9
hydromt_delft3dfm/data/branches/pipes_defaults.csv,45,0acc007c19951d928b52f3f790d22fe22fa6b87366b8d13e8a340949a468c5ea
hydromt_delft3dfm/data/branches/rivers_defaults.csv,157,dc1e8f413a7fc49cc271f08fa7caccebbae24625c497591e5381f36b221d9df0
hydromt_delft3dfm/data/dflowfm/DFlowFM.mdu,6614,0d8bb71a80ea9923141dd08aede852d98760dc37d666deed2702bf1e214e9e90
hydromt_delft3dfm/data/landuse/corine_mapping.csv,1815,dfc1f3b2e67902b932da5362c3eb35b4c4564ac900946cec5b461b1e4ffef98e
hydromt_delft3dfm/data/landuse/vito_mapping.csv,2432,cd60d140dbef9acae2beb63510fa4164b65a0054f26fd610f551673d25ac1159
hydromt_delft3dfm/data/parameters_data.yml,1984,75b7ae173788f88563214ef5245b85c65a5acc2d577400470a0a102311af154f
hydromt_delft3dfm/data/storages/manholes_defaults.csv,134,3d93df8c84da0369ebe4ddbdd5c4b03ede89b6a4943f23833ed10f6293cc888a
hydromt_delft3dfm/data/storages/retentions_defaults.csv,113,7193c75e54483aad7c89b509528f50a52ab576a2fe5d8398ca4235c31c8866e9
hydromt_delft3dfm/data/structures/bridges_defaults.csv,229,f4295fdbbc97d6a3b76e4e2cef8a379b06b5b3eb50db47c8220b7dbaab9508e1
hydromt_delft3dfm/data/structures/culverts_defaults.csv,359,0772d7337d1ea1dae91d332e91d1f447cf8a71047ecf0609b8610f97328b9d76
hydromt_delft3dfm/dflowfm.py,125248,e0bbe890029bb62d324808a72ff94429151df0696758e95d66372bdd5c4bf2e3
hydromt_delft3dfm/utils/__init__.py,206,b0e41690c1054358fc7ad95444b982820c7ec22035b0e4d8d0bb239c91c918c6
hydromt_delft3dfm/utils/gis_utils.py,6553,198015ee6e6cf21f0708da70f2cd34ddd7a5b1c65dd9df49f3173ead3b8d0ea8
hydromt_delft3dfm/utils/graph_utils.py,3065,1cd3800da8ae566990ecd8f241d2f20ab80f97e79be3296715d2c68dc6d3aa70
hydromt_delft3dfm/utils/io_utils.py,49276,96ffa4708c9bd5894fa73a947616780530aca9d81ffb3971cdf6fb00ce0c4871
hydromt_delft3dfm/utils/mesh_utils.py,13105,0a9483385245c15964b22b0f0e4ccaed52ebff9c249bfebea8d49e7cb7769350
hydromt_delft3dfm/utils/translate_utils.py,5573,204be1e63185c2ecf9ca6f504db4f5b1214d85a68c8f9105652749ca34e5d815
hydromt_delft3dfm/workflows/__init__.py,249,4bb535f879f426cc1f616839706dbf2fb7e750fda3aabc3d107ac631900b594d
hydromt_delft3dfm/workflows/boundaries.py,27274,5bbb9af63dd4e0f1fbe513d69cb58e0845252b82d618e0f9338d2650e42dc18d
hydromt_delft3dfm/workflows/branches.py,42395,e59e4e1215ac69745176dad79e4e9ba8ea99221669ee1810e6ee5072ce3e7714
hydromt_delft3dfm/workflows/crosssections.py,38706,f58c5b418545683d41484dbfdc5d6be92c0842bb8fc19f0b4865c34cd23f267a
hydromt_delft3dfm/workflows/dem.py,14581,9d0d9c76f980ddd9065c0bf09f9cb4498e8aff074e7f1345acb1b10e9fc91912
hydromt_delft3dfm/workflows/manholes.py,7708,970be4b2d04d40b45a6fca20791a0afed750051449a4644884bdf48df703b8ca
hydromt_delft3dfm/workflows/mesh.py,25368,605781f49f64c4254ef784a18543cddbfe2232282981c50f14f80a449d6d1a45
hydromt_delft3dfm/workflows/region.py,807,2117d93a28653b2554860f6f05abdf6577279eac77750ac61ee757f93b6bf26b
hydromt_delft3dfm/workflows/roughness.py,534,8db42628ce63340e369748f7f495615251fe51e2bb91c37cc55c2a35aa1c6317
hydromt_delft3dfm/workflows/structures.py,5718,54a21bd885a92aac3fbaa7dd15a3287425c54473a785e0756920bbad904adba2
pixi.lock,834328,e135df8bd4562f57e62cc7f122d57e3eecb8eb43f7b6df9fc35ad197356848a3
pyproject.toml,7244,465abe888cb2f46d6b62938c39cdb5d1046344144351363313c68601c55cf4f2
tests/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
tests/conftest.py,1844,48dbcc9374ee33a5c62aeaee7b3c94fc420d71ca690f05d2172bcb49c4e3c4a0
tests/test_components_mdu.py,3808,9f332fe2cfe65c3d1139dbac09f5bc60c66a8ee3540ae8bb95c9e951688193c2
tests/test_components_mesh.py,1713,4663c6bc47ef80c1fb3bd5367e935853c6eed2b9f0859105f024682515b58853
tests/test_dflowfm.py,28233,f51f25066a1b338408ed6f8c857c119eb506f7ccbb1ddb64314dfe8ea6edacb1
tests/test_hydromt.py,4455,886de90c4513e6740445af718d8566a062a7877593f830c221a6a924ebfa0807
tests/test_io_utils.py,1230,dd310b1ef392bad7cea41737618cd79d4d7c85d512156448919c327c9da703c9
tests/test_translate_utils.py,1514,b5036368167032069347c18ca4a93e1d3029fd82b02ad6d0d5e8825538a97c95
tests/test_workflows_branches.py,1690,3b6ffe6be901d4c6087f7f0d72bb32dec91620b83bb1253b0647eb2d913bd694
tests/test_workflows_crosssections.py,1671,2d4b9e3853d467b80c07cc0b1b79b4048ce5ff336b491c0e77240ed28d23cd8e
tests/test_workflows_mesh.py,2035,8521b88c9f91710a5e9b8c170b0f7e968da9135a7eaaee65388302dd1ee16fb3
