note,reference,context,old_file,old_line,new_file,new_line,symbol,status,evidence,confidence
models/ADCIRC/source-analysis/adcirc-3d-mode.md,`:3209`,"- `fort.44` — 3D density/salinity/temperature global (`:5438`, `:3209`).",adcirc:src/write_output.F,3209,adcirc:src/write_output.F,3269,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 135 | old adcirc:src/write_output.F:3209 = ""SigTDescript % file_name            = 'fort.44'"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-3d-mode.md,`:5460`,"- `fort.45` — 3D velocity global (`:5460`, `:3254`).",adcirc:src/write_output.F,5460,adcirc:src/write_output.F,5549,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 135 | old adcirc:src/write_output.F:5460 = ""WRITE(hss%lun,*) i,"" "",EtaDiscDescript % array_g(I"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-3d-mode.md,`:3254`,"- `fort.45` — 3D velocity global (`:5460`, `:3254`).",adcirc:src/write_output.F,3254,adcirc:src/write_output.F,3314,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 135 | old adcirc:src/write_output.F:3254 = ""RealQDescript % file_name            = 'fort.45'"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-3d-mode.md,`:5482`,"- `fort.46` — 3D turbulence global (`:5482`, `:3299`).",adcirc:src/write_output.F,5482,adcirc:src/write_output.F,5571,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 135 | old adcirc:src/write_output.F:5482 = ""WRITE(hss%lun,*) i,"" "",NOFFDescript % iarray_g(I)"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-3d-mode.md,`:3299`,"- `fort.46` — 3D turbulence global (`:5482`, `:3299`).",adcirc:src/write_output.F,3299,adcirc:src/write_output.F,3359,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 135 | old adcirc:src/write_output.F:3299 = ""Q20Descript % file_name            = 'fort.46'"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-fort15-checklist-v1.md,`:1158-1162`,"- `IM` is the ""2D/3D MODEL FORMULATION OPTION"" switch; `IM=0` configures ""Barotropic 2DDI run using: New GWCE and Momentum Eq formulations"" (`models/ADCIRC/raw/",adcirc:src/read_input.F,1158-1162,adcirc:src/read_input.F,1172-1176,,RESOLVED_CONTEXTUAL,"context file `models/ADCIRC/raw/source_code/adcirc/src/read_input.F` from same line 88 | old adcirc:src/read_input.F:1158 = ""IF (IM.EQ.0) THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-fort15-checklist-v1.md,`:1170-1175`,"- `IM` is the ""2D/3D MODEL FORMULATION OPTION"" switch; `IM=0` configures ""Barotropic 2DDI run using: New GWCE and Momentum Eq formulations"" (`models/ADCIRC/raw/",adcirc:src/read_input.F,1170-1175,adcirc:src/read_input.F,1184-1189,,RESOLVED_CONTEXTUAL,"context file `models/ADCIRC/raw/source_code/adcirc/src/read_input.F` from same line 88 | old adcirc:src/read_input.F:1170 = ""ELSEIF (IM.EQ.20.or.IM.eq.30) THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:4935-4967`,**2D state** (full-domain `:4935-4967`; local `:5031-5065`):,adcirc:src/write_output.F,4935-4967,adcirc:src/write_output.F,5024-5056,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 47 | old adcirc:src/write_output.F:4935 = ""DO I=1, Elev1Descript % num_fd_records"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:5031-5065`,**2D state** (full-domain `:4935-4967`; local `:5031-5065`):,adcirc:src/write_output.F,5031-5065,adcirc:src/write_output.F,5120-5154,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 47 | old adcirc:src/write_output.F:5031 = ""IF ((MNPROC.eq.1).or."" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:4969-4997`,**Radiation stress** (`:4969-4997`):,adcirc:src/write_output.F,4969-4997,adcirc:src/write_output.F,5058-5086,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 47 | old adcirc:src/write_output.F:4969 = ""IF(NRS.ne.0)THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:5000-5028`,**SWAN RS** (`:5000-5028`):,adcirc:src/write_output.F,5000-5028,adcirc:src/write_output.F,5089-5117,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 47 | old adcirc:src/write_output.F:5000 = ""IF(NRS.eq.3)THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:5131-5154`,**Output spool counters** (`:5131-5154`):,adcirc:src/write_output.F,5131-5154,adcirc:src/write_output.F,5220-5243,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 47 | old adcirc:src/write_output.F:5131 = ""WRITE(hss % lun,REC=IHOTSTP) 0   ; IHOTSTP = IHOTS"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:5166-5374`,"**Harmonic analysis state** (if active, `:5166-5374`):",adcirc:src/write_output.F,5166-5374,adcirc:src/write_output.F,5255-5463,,RESOLVED_CONTEXTUAL,"context file `write_output.F` from line 47 | old adcirc:src/write_output.F:5166 = ""IF((IHARIND.EQ.1).AND.(IT.GT.ITHAS)) THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:2061`,"| `HOTSTART_3D(TimeLoc, ITHS)` (3D init) | `:2061` |",adcirc:src/hstart.F,2061,adcirc:src/hstart.F,2066,HOTSTART_3D,RESOLVED_EXACT,"context file `hstart.F` from line 76 | old adcirc:src/hstart.F:2061 = ""SUBROUTINE HOTSTART_3D(TimeLoc,ITHS)"" | symbol `HOTSTART_3D` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:2827`,| `readAndMapToSubdomain2D` (real 2D mapper) | `:2827` |,adcirc:src/hstart.F,2827,adcirc:src/hstart.F,2855,readAndMapToSubdomain2D,RESOLVED_EXACT,"context file `hstart.F` from line 76 | old adcirc:src/hstart.F:2827 = ""subroutine readAndMapToSubdomain2D(sd_array, lun, "" | symbol `readAndMapToSubdomain2D` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:2899`,| (integer 2D mapper) | `:2899` |,adcirc:src/hstart.F,2899,adcirc:src/hstart.F,2927,,RESOLVED_CONTEXTUAL,"context file `hstart.F` from line 76 | old adcirc:src/hstart.F:2899 = ""subroutine readAndMapToSubdomainInt2D(sd_array, lu"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:2973`,| (element integer mapper) | `:2973` |,adcirc:src/hstart.F,2973,adcirc:src/hstart.F,3001,,RESOLVED_CONTEXTUAL,"context file `hstart.F` from line 76 | old adcirc:src/hstart.F:2973 = ""subroutine readAndMapEleToSubdomainInt2D(sd_array,"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:3048`,| (3D mapper) | `:3048` |,adcirc:src/hstart.F,3048,adcirc:src/hstart.F,3076,,RESOLVED_CONTEXTUAL,"context file `hstart.F` from line 76 | old adcirc:src/hstart.F:3048 = ""subroutine readAndMapToSubdomain3D(sd_array, nfen,"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:5241`,Setup `initNetCDFHotstart` (`:5241`); defines variables (`:5290-5519`):,adcirc:src/netcdfio.F90,5241,adcirc:src/netcdfio.F90,5241,initNetCDFHotstart,RESOLVED_EXACT,"context file `netcdfio.F90` from line 90 | old adcirc:src/netcdfio.F90:5241 = ""subroutine initNetCDFHotstart(lun, Elev1Descript, "" | symbol `initNetCDFHotstart` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:5290-5519`,Setup `initNetCDFHotstart` (`:5241`); defines variables (`:5290-5519`):,adcirc:src/netcdfio.F90,5290-5519,adcirc:src/netcdfio.F90,5290-5519,initNetCDFHotstart,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from line 90 | old adcirc:src/netcdfio.F90:5290 = ""!     Z E T A 1"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:7904-8216`,"Read opens `fort.<lun>.nc`, reads `time`, then maps state (`:7904-8216`).",adcirc:src/netcdfio.F90,7904-8216,adcirc:src/netcdfio.F90,7904-8216,time,RESOLVED_EXACT,"context file `netcdfio.F90` from line 90 | old adcirc:src/netcdfio.F90:7904 = ""subroutine readNetCDFHotstart(lun, timeLoc)"" | symbol `time` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:9188`,3D NetCDF: `readNetCDFHotstart3D` (`:9188`).,adcirc:src/netcdfio.F90,9188,adcirc:src/netcdfio.F90,9188,readNetCDFHotstart3D,RESOLVED_EXACT,"context file `netcdfio.F90` from line 90 | old adcirc:src/netcdfio.F90:9188 = ""subroutine readNetCDFHotstart3D(lun)"" | symbol `readNetCDFHotstart3D` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:4542-4544`,`NHSINC=0` is illegal when `NHSTAR≠0` (`:4542-4544`).,adcirc:src/read_input.F,4542-4544,adcirc:src/read_input.F,4556-4558,,RESOLVED_CONTEXTUAL,"context file `read_input.F` from line 104 | old adcirc:src/read_input.F:4542 = ""IF((NHSINC.EQ.0).AND.(NHSTAR.NE.0)) THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:537-538`,"| `UU2, VV2` | `:537-538` | `:4947-4953` |",adcirc:src/netcdfio.F90,537-538,adcirc:src/netcdfio.F90,537-538,,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from line 123 | old adcirc:src/netcdfio.F90:537 = ""case (402)"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:4947-4953`,"| `UU2, VV2` | `:537-538` | `:4947-4953` |",adcirc:src/netcdfio.F90,4947-4953,adcirc:src/netcdfio.F90,4947-4953,,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from line 123 | old adcirc:src/netcdfio.F90:4947 = ""descript2%array2D)"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:542-545`,"| `NNODECODE, NODECODE, NOFF` | `:542-545` | `:4961-4967` |",adcirc:src/netcdfio.F90,542-545,adcirc:src/netcdfio.F90,542-545,,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from line 123 | old adcirc:src/netcdfio.F90:542 = ""call initNodalDataFile(evrDry, descript1, reterr)"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:4961-4967`,"| `NNODECODE, NODECODE, NOFF` | `:542-545` | `:4961-4967` |",adcirc:src/netcdfio.F90,4961-4967,adcirc:src/netcdfio.F90,4961-4967,,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from line 123 | old adcirc:src/netcdfio.F90:4961 = ""iret = nf90_put_var(dat%ncid, dat%hg_nodal_data_id"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:657-668`,"| Harmonic accumulators, means, variances | `:657-668` | `:5166-5374` |",adcirc:src/netcdfio.F90,657-668,adcirc:src/netcdfio.F90,657-668,,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from line 123 | old adcirc:src/netcdfio.F90:657 = ""sta%x_dims, sta%x_id)"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:5166-5374`,"| Harmonic accumulators, means, variances | `:657-668` | `:5166-5374` |",adcirc:src/netcdfio.F90,5166-5374,adcirc:src/netcdfio.F90,5166-5374,,RESOLVED_CONTEXTUAL,"context file `netcdfio.F90` from line 123 | old adcirc:src/netcdfio.F90:5166 = ""character(1024) :: scratchMessage, scratchFormat"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:568-645`,"| 3D state (if `C3D`): `DUU/DUV/DVV, UU/VV, BSX/BSY, Q, WZ, q20, l, SigT/Sal/Temp` | `:568-645` | `vsmy.F:3538-3785` |",adcirc:src/vsmy.F,568-645,adcirc:src/vsmy.F,568-645,C3D,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from same line 127 | old adcirc:src/vsmy.F:568 = ""!            Z0B1 = ( DP(NH)+IFNLFA*ETA2(NH) )* ex"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:519-522`,"- File header carries `NP_G_IN, NE_G_IN, NP_A_IN, NE_A_IN` (`:519-522`).",adcirc:src/hstart.F,519-522,adcirc:src/hstart.F,519-522,,RESOLVED_CONTEXTUAL,"context file `hstart.F` from line 130 | old adcirc:src/hstart.F:519 = ""READ(IHOT,REC=IHOTSTP) NP_G_IN      ; IHOTSTP = IH"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-hotstart.md,`:2936-2970`,| `14` (GRIB2) | `TimeLoc` rounded down to nearest `WTIMINC`; `NWS14INIT` + 2 forcing snaps (`:2936-2970`) |,wind.F,2936-2970,,,TimeLoc,AMBIGUOUS,"context file `wind.F` from line 155 | 후보 2개: asgs:output/wind.F, adcirc:src/wind.F",low
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:385`,| **barotropic pressure** | `:385` | `g·∂ζ/∂x` (수위경사). element별 면적 가중(`:452`) |,adcirc:src/vsmy.F,385,adcirc:src/vsmy.F,385,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:385 = ""ELSE"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:452`,| **barotropic pressure** | `:385` | `g·∂ζ/∂x` (수위경사). element별 면적 가중(`:452`) |,adcirc:src/vsmy.F,452,adcirc:src/vsmy.F,452,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:452 = ""IF (DP(NH).GE.AdvectionState(NH)) THEN"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:394`,| **atmospheric pressure** | `:394` | barotropic 에 합산 (역기압 효과) |,adcirc:src/vsmy.F,394,adcirc:src/vsmy.F,394,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:394 = ""qN1_z=qN1"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:431`,| **dynamic water level offset** | `:431` | barotropic 에서 차감 (jgf) |,adcirc:src/vsmy.F,431,adcirc:src/vsmy.F,431,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:431 = ""Biharmonic_auxiliary_var(NH,k) = -3.D0"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:441`,| **tidal potential** | `:441` | NTIP — earth/body tide + SAL 가 barotropic 에 합산 |,adcirc:src/vsmy.F,441,adcirc:src/vsmy.F,441,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:441 = ""! ------------------------------------------------"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:473`,"| **baroclinic pressure gradient** | `:473` | 3D ocean model 결합(WJP, `CBaroclinic`) |",adcirc:src/vsmy.F,473,adcirc:src/vsmy.F,473,CBaroclinic,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:473 = ""IF(NWS.NE.0) THEN      !wind stress"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:581-658`,"| **advection** | `:581-658` | non-lumped elemental, U/V-momentum 별 (4 formulation §2) |",adcirc:src/vsmy.F,581-658,adcirc:src/vsmy.F,581-658,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:581 = ""C Hs is the previous time step (if node is recentl"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:705-733`,"| **wind stress** | `:705-733` | `WSX = DTO2·IFWIND·(WSX1/H1+WSX2/H2)`, `fwind` ramp |",adcirc:src/vsmy.F,705-733,adcirc:src/vsmy.F,705-733,fwind,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:705 = ""length_max = 0.0d0"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:740`,| **absorbing layer** | `:740` | sponge layer 에서 wind 무효화 |,adcirc:src/vsmy.F,740,adcirc:src/vsmy.F,740,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:740 = ""&              /HsHsOAMBAMB"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-momentum-implementation.md,`:751-772`,| **Coriolis + bottom friction + lateral** | `:751-772` | 2×2 implicit (§3) |,adcirc:src/vsmy.F,751-772,adcirc:src/vsmy.F,751-772,,RESOLVED_CONTEXTUAL,"context file `vsmy.F` from line 19 | old adcirc:src/vsmy.F:751 = ""DqDXDPhiDX2A=0.d0"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-nodal-attributes.md,`:85-90`,"| `swan_local_control` | SWAN 활성 노드 / 내부 source 노드 지정 (ValuesPerNode = 2) — 코드 주석 ""Allow SWAN to be activated for selective regions of the ADCIRC mesh""(`:85-90`",adcirc:src/nodalattr.F,85-90,adcirc:src/nodalattr.F,91-96,swan_local_control,RESOLVED_CONTEXTUAL,"context file `nodalattr.F` from line 21 | old adcirc:src/nodalattr.F:85 = ""C      VCanopy               ""surface_canopy_coeff"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-parameter-glossary-v1.md,`:87-90`,"- warning threshold for large free-surface elevation (`global.F:86` verbatim: ""elevation at which a warning is issued""; fort.69 dump 제어 `:87-90`)",adcirc:src/global.F,87-90,adcirc:src/global.F,87-90,,RESOLVED_CONTEXTUAL,"context file `global.F` from same line 61 | old adcirc:src/global.F:87 = ""INTEGER iWarnElevDump   ! 1 to dump warning elevs "" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:1092`,| `PADCSWAN_RUN(ITIME)` | Per-coupling-step SWAN run + RS update | `:1092` |,adcirc:src/couple2swan.F,1092,adcirc:src/couple2swan.F,1110,PADCSWAN_RUN,RESOLVED_EXACT,"context file `couple2swan.F` from line 34 | old adcirc:src/couple2swan.F:1092 = ""SUBROUTINE PADCSWAN_RUN(ITIME)"" | symbol `PADCSWAN_RUN` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:1236`,| `PADCSWAN_FINAL` | Cleanup | `:1236` |,adcirc:src/couple2swan.F,1236,adcirc:src/couple2swan.F,1313,PADCSWAN_FINAL,RESOLVED_EXACT,"context file `couple2swan.F` from line 34 | old adcirc:src/couple2swan.F:1236 = ""SUBROUTINE PADCSWAN_FINAL"" | symbol `PADCSWAN_FINAL` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:112`,| `ComputeRadiationStresses` | Integrate SWAN spectra to RS components | `:112` |,adcirc:src/couple2swan.F,112,adcirc:src/couple2swan.F,112,ComputeRadiationStresses,RESOLVED_EXACT,"context file `couple2swan.F` from line 34 | old adcirc:src/couple2swan.F:112 = ""SUBROUTINE ComputeRadiationStresses(AC2,SPCDIR,SPC"" | symbol `ComputeRadiationStresses` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:210`,| `ComputeWaveDrivenForces` | Convert RS gradients to nodal forces | `:210` |,adcirc:src/couple2swan.F,210,adcirc:src/couple2swan.F,210,ComputeWaveDrivenForces,RESOLVED_EXACT,"context file `couple2swan.F` from line 34 | old adcirc:src/couple2swan.F:210 = ""SUBROUTINE ComputeWaveDrivenForces"" | symbol `ComputeWaveDrivenForces` 근접 확인",high
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:1085-1087`,- **Coupling interval = integer ratio** `SWAN_DT / DT` (`:1085-1087`).,adcirc:src/couple2swan.F,1085-1087,adcirc:src/couple2swan.F,1103-1105,,RESOLVED_CONTEXTUAL,"context file `couple2swan.F` from line 51 | old adcirc:src/couple2swan.F:1085 = ""C-------------------------------------------------"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:1245-1247`,"- During SWAN run, interpolation midpoint used for time-centering (`couple2swan.F:1241-1243`); `SWMAIN` 호출은 temporal control gate 안(`:1245-1247`).",adcirc:src/couple2swan.F,1245-1247,adcirc:src/couple2swan.F,1322-1324,SWMAIN,RESOLVED_CONTEXTUAL,"context file `couple2swan.F` from same line 54 | old adcirc:src/couple2swan.F:1245 = ""IF(ALLOCATED(SWAN_WX2))  DEALLOCATE(SWAN_WX2)"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:993-1009`,Init copies ADCIRC `ETA2/UU2/VV2` plus winds (`:993-1009`).,adcirc:src/couple2swan.F,993-1009,adcirc:src/couple2swan.F,999-1015,,RESOLVED_CONTEXTUAL,"context file `couple2swan.F` from line 67 | old adcirc:src/couple2swan.F:993 = ""Casey 090302: Initialize the arrays."" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:1128-1142`,- WL/currents updated from ADCIRC (`:1128-1142`).,adcirc:src/couple2swan.F,1128-1142,adcirc:src/couple2swan.F,1157-1171,,RESOLVED_CONTEXTUAL,"context file `couple2swan.F` from line 67 | old adcirc:src/couple2swan.F:1128 = ""DO IN=1,NP"" | symbol 미확인 — 문맥 파일로만 특정",medium
models/ADCIRC/source-analysis/adcirc-swan-coupling.md,`:114-153`,"- Reads `ncells, nverts`, node coords + depth, triangles (`:114-153`).",adcirc:thirdparty/swan/SwanReadADCGrid.ftn90,114-153,adcirc:thirdparty/swan/SwanReadADCGrid.ftn90,119-158,,RESOLVED_CONTEXTUAL,"context file `SwanReadADCGrid.ftn90` from line 83 | old adcirc:thirdparty/swan/SwanReadADCGrid.ftn90:114 = ""read(ndsd, *, end=950, err=910) ncells, nverts"" | symbol 미확인 — 문맥 파일로만 특정",medium
