note,status,historical_source_provenance,current_validated_against,validation_kind,validated_on,maintenance
models/SWAN/source-analysis/swan-adcirc-coupling-implementation.md,LINE_REFERENCE_ONLY,55441526ec4330338f05d148759fc66f6fc7fb9d,43e9bbba393f2cf9eaff78bc92eaed118a3a5c8e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/SWAN/source-analysis/swan-adcirc-coupling.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-boundary-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-bragg-scattering.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-command-file-reference.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-data-structures-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-diffraction-obstacles.md,LINE_REFERENCE_ONLY,55441526ec4330338f05d148759fc66f6fc7fb9d,43e9bbba393f2cf9eaff78bc92eaed118a3a5c8e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/SWAN/source-analysis/swan-foundation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-grid-readers.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-gse-correction.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-main-boundary-init-sourcemap.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-output-formats.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-output-writers-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-parallel-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-propagation-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-quasi-coherent.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-schemes-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-setup-solver-swancom1-crosswalk.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-source-coverage-audit.md,SEMANTICALLY_UPDATED,55441526ec4330338f05d148759fc66f6fc7fb9d,43e9bbba393f2cf9eaff78bc92eaed118a3a5c8e,"의미 수정 + 좌표 갱신, 새 소스 직접 대조",2026-09-20,
models/SWAN/source-analysis/swan-st6-babanin-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-stationary-vs-nonstationary.md,LINE_REFERENCE_ONLY,55441526ec4330338f05d148759fc66f6fc7fb9d,43e9bbba393f2cf9eaff78bc92eaed118a3a5c8e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/SWAN/source-analysis/swan-surfbeat-iem.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-time-stepping-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-unstructured-time-step.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-vtk-output.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-whitecapping.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-wind-formulations-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/swan-xnl4-exact-quadruplet.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/source-analysis/wave/swan-source-terms-implementation.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/web-refs/README.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/web-refs/swan-foundational-papers.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/web-refs/swan-ml-surrogate-models.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/web-refs/swan-official-resources.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
models/SWAN/web-refs/swan-recent-research-2024-2026.md,NO_ACTION,55441526ec4330338f05d148759fc66f6fc7fb9d,,이번 범위에서 재검증하지 않음,,
