note,status,historical_source_provenance,current_validated_against,validation_kind,validated_on,maintenance
models/ROMS/source-analysis/roms_bottom_boundary_layer.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_bulk_flux_coare.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_equation_of_state.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_global_state_modules.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_grid_metrics.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_horizontal_mixing.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_include_cppdefs.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_io_netcdf.md,SEMANTICALLY_UPDATED,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"의미 수정 + 좌표 갱신, 새 소스 직접 대조",2026-09-20,
models/ROMS/source-analysis/roms_kpp_boundary_layer.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_main_driver_dispatch.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_nesting.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_nonlinear_core_remaining.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_nonlinear_physics_modules.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_nonlinear_vegetation.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_open_boundaries.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_representer_model.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_sea_ice.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_stability_gst.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_support_modules.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_tangent_linear_model.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_tidal_forcing.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_tracer_timestep_step3d_t.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_utility_numerics.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/roms_vertical_mixing.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_wec.md,LINE_REFERENCE_ONLY,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,57aecf589a408b1e5490d2db7f9bd0196062a44e,"좌표만 갱신, 시작·끝 줄 내용 동일성 확인",2026-09-20,
models/ROMS/source-analysis/roms_wetting_drying.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/source-analysis/sediment/roms_sediment.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/web-refs/roms-bevano-morphodynamics-video-carniel-2011.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/web-refs/roms-coawst-adriatic-applications.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/web-refs/roms-coawst-applications-review.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/web-refs/roms-coawst-wci-benetazzo-2013.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/web-refs/roms-emma-hypoxia-forecast-russo-2009.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
models/ROMS/web-refs/roms-official-resources.md,NO_ACTION,32c79b7435ee0a1a2cdd78fee07264e3bd93bb98,,이번 범위에서 재검증하지 않음,,
