note,note_line,ref,source,old,new,status,basis
models/SWAN/source-analysis/swan-adcirc-coupling.md,54,swanmain.ftn:569-694,src/swanmain.ftn,569-694,569-694,IDENTICAL,
models/SWAN/source-analysis/swan-adcirc-coupling.md,62,swanmain.ftn:101-104,src/swanmain.ftn,101-104,101-104,IDENTICAL,
models/SWAN/source-analysis/swan-adcirc-coupling.md,74,swanmain.ftn:4037-4058,src/swanmain.ftn,4037-4058,4037-4058,IDENTICAL,
models/SWAN/source-analysis/swan-adcirc-coupling.md,76,swanmain.ftn:6932-6960,src/swanmain.ftn,6932-6960,6932-6960,IDENTICAL,
models/SWAN/source-analysis/swan-adcirc-coupling.md,89,swanmain.ftn:5053-5062,src/swanmain.ftn,5053-5062,5053-5062,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,104,[file=src/swanmain.ftn line=7796-7963],src/swanmain.ftn,7796-7963,7796-7963,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,109,[file=src/swanmain.ftn line=7823-7847],src/swanmain.ftn,7823-7847,7823-7847,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,109,[file=src/swanmain.ftn line=7961-7963],src/swanmain.ftn,7961-7963,7961-7963,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,114,[file=src/swanmain.ftn line=7848-7873],src/swanmain.ftn,7848-7873,7848-7873,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,114,[file=src/swanmain.ftn line=7883-7891],src/swanmain.ftn,7883-7891,7883-7891,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,114,[file=src/swanmain.ftn line=8403-8418],src/swanmain.ftn,8403-8418,8403-8418,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,119,[file=src/swanmain.ftn line=8450-8453],src/swanmain.ftn,8450-8453,8450-8453,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,120,[file=src/swanmain.ftn line=8481-8483],src/swanmain.ftn,8481-8483,8481-8483,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,130,[file=src/swanmain.ftn line=6908-6919],src/swanmain.ftn,6908-6919,6908-6919,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,134,[file=src/swanmain.ftn line=6937-6946],src/swanmain.ftn,6937-6946,6937-6946,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,142,[file=src/swanmain.ftn line=7724-7750],src/swanmain.ftn,7724-7750,7724-7750,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,142,[file=src/swanmain.ftn line=8033-8057],src/swanmain.ftn,8033-8057,8033-8057,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,184,[file=src/swanmain.ftn line=433-435],src/swanmain.ftn,433-435,433-435,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,184,[file=src/swanmain.ftn line=3673-3674],src/swanmain.ftn,3673-3674,3673-3674,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,203,swanmain.ftn:8481-8483,src/swanmain.ftn,8481-8483,8481-8483,IDENTICAL,
models/SWAN/source-analysis/swan-boundary-implementation.md,206,swanmain.ftn:8033-8057,src/swanmain.ftn,8033-8057,8033-8057,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,32,[file=src/swanmain.ftn line=296],src/swanmain.ftn,296,296,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,32,[file=src/swanmain.ftn line=502],src/swanmain.ftn,502,502,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,32,[file=src/swanmain.ftn line=500],src/swanmain.ftn,500,500,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,34,[file=src/swanmain.ftn line=266],src/swanmain.ftn,266,266,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,34,[file=src/swanmain.ftn line=6826-6827],src/swanmain.ftn,6826-6827,6826-6827,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,36,[file=src/swanmain.ftn line=6892-6900],src/swanmain.ftn,6892-6900,6892-6900,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,47,[file=src/swanmain.ftn line=3642],src/swanmain.ftn,3642,3642,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,47,[file=src/swanmain.ftn line=6830-6831],src/swanmain.ftn,6830-6831,6830-6831,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,50,[file=src/swanmain.ftn line=6816-6821],src/swanmain.ftn,6816-6821,6816-6821,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,60,[file=src/swanmain.ftn line=146],src/swanmain.ftn,146,146,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,60,[file=src/swanmain.ftn line=5053],src/swanmain.ftn,5053,5053,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,60,[file=src/swanmain.ftn line=9101],src/swanmain.ftn,9101,9101,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,63,[file=src/swanmain.ftn line=7103-7105],src/swanmain.ftn,7103-7105,7103-7105,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,67,[file=src/swanmain.ftn line=296],src/swanmain.ftn,296,296,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,67,[file=src/swanmain.ftn line=463],src/swanmain.ftn,463,463,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,69,[file=src/swanmain.ftn line=1498-1527],src/swanmain.ftn,1498-1527,1498-1527,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,73,[file=src/swanmain.ftn line=1505],src/swanmain.ftn,1505,1505,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,74,[file=src/swanmain.ftn line=1508],src/swanmain.ftn,1508,1508,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,75,[file=src/swanmain.ftn line=1509],src/swanmain.ftn,1509,1509,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,76,[file=src/swanmain.ftn line=1513],src/swanmain.ftn,1513,1513,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,77,[file=src/swanmain.ftn line=1514],src/swanmain.ftn,1514,1514,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,78,[file=src/swanmain.ftn line=1529],src/swanmain.ftn,1529,1529,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,78,[file=src/swancom1.ftn line=7266],src/swancom1.ftn,7266,7266,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,78,[file=src/swancom1.ftn line=3581],src/swancom1.ftn,3581,3581,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,80,[file=src/swanmain.ftn line=4746],src/swanmain.ftn,4746,4746,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,86,[file=src/swanmain.ftn line=295],src/swanmain.ftn,295,295,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,86,[file=src/swanmain.ftn line=433],src/swanmain.ftn,433,433,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,87,[file=src/swanmain.ftn line=6945],src/swanmain.ftn,6945,6945,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,93,[file=src/swanmain.ftn line=294],src/swanmain.ftn,294,294,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,93,[file=src/swanmain.ftn line=435],src/swanmain.ftn,435,435,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,94,[file=src/swanmain.ftn line=4025-4030],src/swanmain.ftn,4025-4030,4025-4030,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,96,[file=src/swanmain.ftn line=6938-6946],src/swanmain.ftn,6938-6946,6938-6946,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,101,[file=src/swancom1.ftn line=871],src/swancom1.ftn,871,871,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,101,[file=src/swancom1.ftn line=1030],src/swancom1.ftn,1030,1030,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,101,[file=src/swancom1.ftn line=1042],src/swancom1.ftn,1042,1042,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,101,[file=src/swancom1.ftn line=1046],src/swancom1.ftn,1046,1046,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,102,[file=src/swancom1.ftn line=876],src/swancom1.ftn,876,876,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,102,[file=src/swancom1.ftn line=1100-1104],src/swancom1.ftn,1100-1104,1100-1104,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,102,[file=src/swancom1.ftn line=1115-1116],src/swancom1.ftn,1115-1116,1115-1116,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,103,[file=src/swancom1.ftn line=1152],src/swancom1.ftn,1152,1152,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,103,[file=src/swancom1.ftn line=1157],src/swancom1.ftn,1157,1157,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,104,[file=src/swancom1.ftn line=1545],src/swancom1.ftn,1545,1545,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,104,[file=src/swancom1.ftn line=1586],src/swancom1.ftn,1586,1586,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,105,[file=src/swancom1.ftn line=2466],src/swancom1.ftn,2466,2466,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,105,[file=src/swancom1.ftn line=2471],src/swancom1.ftn,2471,2471,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,109,[file=src/swancom1.ftn line=5349-5351],src/swancom1.ftn,5349-5351,5349-5351,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,111,[file=src/swancom1.ftn line=9441-9446],src/swancom1.ftn,9441-9446,9441-9446,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,113,[file=src/swancom1.ftn line=1170],src/swancom1.ftn,1170,1170,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,113,[file=src/swancom1.ftn line=1175],src/swancom1.ftn,1175,1175,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,113,[file=src/swancom1.ftn line=2947-2951],src/swancom1.ftn,2947-2951,2947-2951,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,113,[file=src/swancom1.ftn line=2983],src/swancom1.ftn,2983,2983,IDENTICAL,
models/SWAN/source-analysis/swan-data-structures-implementation.md,125,swanmain.ftn:1498-1527,src/swanmain.ftn,1498-1527,1498-1527,IDENTICAL,
models/SWAN/source-analysis/swan-diffraction-obstacles.md,23,SwanCompUnstruc.ftn90:780-1080,src/SwanCompUnstruc.ftn90,780-1080,777-1077,REANCHORED,"내용 대조로 확정(시작·끝 줄 원문 일치, 해당 구간 일괄 −3 이동)"
models/SWAN/source-analysis/swan-diffraction-obstacles.md,24,swanmain.ftn:6394-6455,src/swanmain.ftn,6394-6455,6394-6455,IDENTICAL,
models/SWAN/source-analysis/swan-diffraction-obstacles.md,36,"swanmain.ftn:6394, 6454",src/swanmain.ftn,"6394,6454","6394,6454",IDENTICAL,
models/SWAN/source-analysis/swan-diffraction-obstacles.md,107,SwanCompUnstruc.ftn90:1039-1080,src/SwanCompUnstruc.ftn90,1039-1080,1036-1077,REANCHORED,"내용 대조로 확정(시작·끝 줄 원문 일치, 해당 구간 일괄 −3 이동)"
models/SWAN/source-analysis/swan-diffraction-obstacles.md,123,SwanCompUnstruc.ftn90:780-1080,src/SwanCompUnstruc.ftn90,780-1080,777-1077,REANCHORED,"내용 대조로 확정(시작·끝 줄 원문 일치, 해당 구간 일괄 −3 이동)"
models/SWAN/source-analysis/swan-diffraction-obstacles.md,127,"swanmain.ftn:6395, 6455",src/swanmain.ftn,"6395,6455","6395,6455",IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,50,[file=src/swanmain.ftn line=4609-4637],src/swanmain.ftn,4609-4637,4609-4637,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,56,"[file=src/swanmain.ftn line=6916, 7469]",src/swanmain.ftn,"6916,7469","6916,7469",IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,57,"[file=src/swanmain.ftn line=7724, 7781, 8034]",src/swanmain.ftn,"7724,7781,8034","7724,7781,8034",IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,62,[file=src/swanmain.ftn line=8451],src/swanmain.ftn,8451,8451,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,63,[file=src/swanmain.ftn line=8482],src/swanmain.ftn,8482,8482,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,70,[file=src/swanmain.ftn line=8458],src/swanmain.ftn,8458,8458,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,70,[file=src/swanmain.ftn line=8496],src/swanmain.ftn,8496,8496,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,71,[file=src/swanmain.ftn line=8458-8464],src/swanmain.ftn,8458-8464,8458-8464,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,72,[file=src/swanmain.ftn line=8494-8496],src/swanmain.ftn,8494-8496,8494-8496,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,80,[file=src/swanmain.ftn line=8458-8464],src/swanmain.ftn,8458-8464,8458-8464,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,80,[file=src/swanmain.ftn line=8494-8496],src/swanmain.ftn,8494-8496,8494-8496,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,81,[file=src/swanmain.ftn line=8019],src/swanmain.ftn,8019,8019,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,81,[file=src/swanmain.ftn line=8022],src/swanmain.ftn,8022,8022,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,81,[file=src/swanmain.ftn line=7695],src/swanmain.ftn,7695,7695,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,82,[file=src/swanmain.ftn line=8508],src/swanmain.ftn,8508,8508,IDENTICAL,
models/SWAN/source-analysis/swan-nesting-io-implementation.md,82,[file=src/swanmain.ftn line=8514],src/swanmain.ftn,8514,8514,IDENTICAL,
models/SWAN/source-analysis/swan-output-formats.md,23,swanmain.ftn:1760-2277,src/swanmain.ftn,1760-2277,1760-2277,IDENTICAL,
models/SWAN/source-analysis/swan-output-formats.md,41,swanmain.ftn:1760,src/swanmain.ftn,1760,1760,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,88,[file=src/swancom1.ftn line=1964-1968],src/swancom1.ftn,1964-1968,1964-1968,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,88,[file=src/swancom1.ftn line=2058-2062],src/swancom1.ftn,2058-2062,2058-2062,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,88,[file=src/swancom1.ftn line=2107],src/swancom1.ftn,2107,2107,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,96,[file=src/swancom1.ftn line=1170-1188],src/swancom1.ftn,1170-1188,1170-1188,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,105,[file=src/swancom1.ftn line=1424],src/swancom1.ftn,1424,1424,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,105,[file=src/swancom1.ftn line=1692],src/swancom1.ftn,1692,1692,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,105,[file=src/swancom1.ftn line=1733],src/swancom1.ftn,1733,1733,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,105,[file=src/swancom1.ftn line=1854],src/swancom1.ftn,1854,1854,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,105,[file=src/swancom1.ftn line=2098],src/swancom1.ftn,2098,2098,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,105,[file=src/swancom1.ftn line=2126],src/swancom1.ftn,2126,2126,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,105,[file=src/swancom1.ftn line=2344],src/swancom1.ftn,2344,2344,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,106,[file=src/swancom1.ftn line=1855],src/swancom1.ftn,1855,1855,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,106,[file=src/swancom1.ftn line=1994],src/swancom1.ftn,1994,1994,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,106,[file=src/swancom1.ftn line=1996],src/swancom1.ftn,1996,1996,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,111,[file=src/swancom1.ftn line=1204-1224],src/swancom1.ftn,1204-1224,1204-1224,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,115,[file=src/swancom1.ftn line=1936-1938],src/swancom1.ftn,1936-1938,1936-1938,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,123,[file=src/swancom1.ftn line=4876-4886],src/swancom1.ftn,4876-4886,4876-4886,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,130,[file=src/swancom1.ftn line=4779-4787],src/swancom1.ftn,4779-4787,4779-4787,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,136,[file=src/swancom1.ftn line=9922-9928],src/swancom1.ftn,9922-9928,9922-9928,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,145,[file=src/swanmain.ftn line=6908-6925],src/swanmain.ftn,6908-6925,6908-6925,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,146,[file=src/swanmain.ftn line=6929],src/swanmain.ftn,6929,6929,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,149,[file=src/swanmain.ftn line=8741-8749],src/swanmain.ftn,8741-8749,8741-8749,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,150,[file=src/swanmain.ftn line=8769-8777],src/swanmain.ftn,8769-8777,8769-8777,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,152,[file=src/swanmain.ftn line=7469],src/swanmain.ftn,7469,7469,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,152,[file=src/swanmain.ftn line=7480],src/swanmain.ftn,7480,7480,IDENTICAL,
models/SWAN/source-analysis/swan-parallel-implementation.md,162,[file=src/swanmain.ftn line=740],src/swanmain.ftn,740,740,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,32,[file=src/swancom1.ftn line=1487],src/swancom1.ftn,1487,1487,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,33,[file=src/swancom1.ftn line=2099],src/swancom1.ftn,2099,2099,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,34,[file=src/swancom1.ftn line=1698-1715],src/swancom1.ftn,1698-1715,1698-1715,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,35,[file=src/swancom1.ftn line=2352-2355],src/swancom1.ftn,2352-2355,2352-2355,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,44,[file=src/swancom1.ftn line=1741-1817],src/swancom1.ftn,1741-1817,1741-1817,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,45,[file=src/swancom1.ftn line=2000-2007],src/swancom1.ftn,2000-2007,2000-2007,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,51,[file=src/swancom1.ftn line=5406-5409],src/swancom1.ftn,5406-5409,5406-5409,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,52,[file=src/swancom1.ftn line=337-339],src/swancom1.ftn,337-339,337-339,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,58,[file=src/swanmain.ftn line=571],src/swanmain.ftn,571,571,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,59,[file=src/swanmain.ftn line=620-623],src/swanmain.ftn,620-623,620-623,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,67,[file=src/swancom1.ftn line=5349-5352],src/swancom1.ftn,5349-5352,5349-5352,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,77,[file=src/swancom1.ftn line=5395-5410],src/swancom1.ftn,5395-5410,5395-5410,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,85,[file=src/swancom1.ftn line=3644-3653],src/swancom1.ftn,3644-3653,3644-3653,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,89,[file=src/swancom1.ftn line=3722-3731],src/swancom1.ftn,3722-3731,3722-3731,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,90,[file=src/swancom1.ftn line=3709-3716],src/swancom1.ftn,3709-3716,3709-3716,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,91,[file=src/swancom1.ftn line=3693-3700],src/swancom1.ftn,3693-3700,3693-3700,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,99,[file=src/swanmain.ftn line=618-627],src/swanmain.ftn,618-627,618-627,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,120,[file=src/swancom1.ftn line=3384-3393],src/swancom1.ftn,3384-3393,3384-3393,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,122,[file=src/swancom1.ftn line=5437-5480],src/swancom1.ftn,5437-5480,5437-5480,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,137,[file=src/swancom1.ftn line=7857],src/swancom1.ftn,7857,7857,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,142,[file=src/swancom1.ftn line=7978-7979],src/swancom1.ftn,7978-7979,7978-7979,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,146,[file=src/swancom1.ftn line=8004],src/swancom1.ftn,8004,8004,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,151,[file=src/swancom1.ftn line=8115-8121],src/swancom1.ftn,8115-8121,8115-8121,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,156,[file=src/swancom1.ftn line=7981-7984],src/swancom1.ftn,7981-7984,7981-7984,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,157,[file=src/swancom1.ftn line=7988-7993],src/swancom1.ftn,7988-7993,7988-7993,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,164,[file=src/swancom1.ftn line=3753-3755],src/swancom1.ftn,3753-3755,3753-3755,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,165,[file=src/swancom1.ftn line=3791-3808],src/swancom1.ftn,3791-3808,3791-3808,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,175,[file=src/swancom1.ftn line=4811-4843],src/swancom1.ftn,4811-4843,4811-4843,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,178,[file=src/swancom1.ftn line=4874-4886],src/swancom1.ftn,4874-4886,4874-4886,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,186,[file=src/swancom1.ftn line=9857-9879],src/swancom1.ftn,9857-9879,9857-9879,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,188,[file=src/swancom1.ftn line=9922-9929],src/swancom1.ftn,9922-9929,9922-9929,IDENTICAL,
models/SWAN/source-analysis/swan-propagation-implementation.md,198,[file=src/swancom1.ftn line=2352-2355],src/swancom1.ftn,2352-2355,2352-2355,IDENTICAL,
