batch,id,note,note_line,codex,final,old_evidence
phase1,11,models/EFDC/manual-notes/efdc-implementation-guide.md,193,UPDATE_REQUIRED,UPDATE_REQUIRED,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:300-312
300:   NCARD = '6'
301: 
302:   ! *** ********************************************************
303:   if( process_id == master_id )then
304:     call SEEK('C6',0)
305:     do NS = 0,8
306:       read(1,*,IOSTAT = ISO) ISTRAN(NS), ISTOPT(NS), ldum, ISADAC(NS), ISFCT(NS), ldum, ldum, ldum, ISCI(NS), ISCO(NS)
307:       write(mpi_efdc_out_unit,1002) NCARD
308:       write(mpi_efdc_out_unit,*) ISTRAN(NS), ISTOPT(NS), ldum, ISADAC(NS), ISFCT(NS), ldum, ldum, ldum, ISCI(NS), ISCO(NS)
309:       if( ISO > 0 ) GOTO 100
310:     enddo
311:   endif
312:"
phase1,12,models/EFDC/manual-notes/efdc-implementation-guide.md,199,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:384-389
384:   ! *** *******************************************************
385:   if( process_id == master_id )then
386:     call SEEK('C8',0)
387:     read(1,*,IOSTAT = ISO) TCON, TBEGIN, TIDALP, CF, ISCORV, ISDCCA, ISCFL, ISCFLM, DTSSFAC, DTSSDHDT, DTMAX
388:   endif
389: 

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:402-405
402: 
403:   write(mpi_efdc_out_unit,1002) NCARD
404:   write(mpi_efdc_out_unit,*) TCON, TBEGIN, TIDALP, CF, ISCORV, ISDCCA, ISCFL, ISCFLM, DTSSFAC, DTSSDHDT, DTMAX
405:   if( ISO > 0 ) GOTO 100"
phase1,13,models/EFDC/source-analysis/efdc_ice.md,26,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:289-307
289:       eps3d1 (1:LCM,1:KCM) = EPS_TEMP1
290:     endif
291:     eps3d = max(eps_min,eps3d)
292: 
293:     !$OMP END SECTIONS
294:   endif
295:   
296:   if( ISICE == 4 .and. (IS2TL > 0 .or. (IS2TL == 0 .and. NCTBC /= NTSTBC)) )then
297:     if( LFRAZIL )then
298:       ! *** FRAZIL ICE TRANSPORT
299:       call CALTRANICE(FRAZILICE,FRAZILICE1,1)
300:       NICE = NICE+1
301: 
302:     elseif( NICE > 0 )then
303:       ! *** ADVANCE THE FRAZIL ICE VARIABLE
304:       FRAZILICE1 = FRAZILICE
305:       NICE = 0
306:     endif
307:   endif

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:467-473
467:   ! *** SURFACE AND INTERNAL HEAT SOURCE-SINK CALCULATION
468:   if( ISTRAN(2) >= 1 )then
469:     TTDS1 = DSTIME(0)
470:     call CALHEAT
471: 
472:     THEAT = THEAT + (DSTIME(0)-TTDS1)
473:   endif"
phase1,14,models/EFDC/source-analysis/efdc_water_quality.md,27,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:188-193
188:   ! *** 3D ADVECTI0N-DIFFUSION TRANSPORT FOR ALL WATER COLUMN CONSITUENTS (SEE VARINIT FOR WCV INITIALIZATION)
189:   !$OMP PARALLEL DEFAULT(SHARED)
190:   !$OMP DO PRIVATE(IW,IT,L) SCHEDULE(STATIC,1)
191:   do IW = 1,NACTIVEWC
192:     !$  IT = OMP_GET_THREAD_NUM() + 1
193:     call CALTRAN( IACTIVEWC1(IW), IACTIVEWC2(IW), WCV(IW).VAL0, WCV(IW).VAL1, IW, IT, WCV(IW).WCLIMIT, ISKIP(IW) )

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:213-220
213:   ! *** APPLY ANTI-DIFFUSION AND FLUX CORRECTOR
214:   !$OMP DO PRIVATE(IW,IT) SCHEDULE(STATIC,1)
215:   do IW = 1,NACTIVEWC
216:     if( ISKIP(IW) == 0 )then
217:       !$  IT = OMP_GET_THREAD_NUM() + 1
218:       call CALTRAN_AD( IACTIVEWC1(IW), IACTIVEWC2(IW), WCV(IW).VAL0, WCV(IW).VAL1, IW, IT )
219:     endif
220:   enddo"
phase1,15,models/EFDC/source-analysis/efdc_water_quality.md,27,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:467-490
467:   ! *** SURFACE AND INTERNAL HEAT SOURCE-SINK CALCULATION
468:   if( ISTRAN(2) >= 1 )then
469:     TTDS1 = DSTIME(0)
470:     call CALHEAT
471: 
472:     THEAT = THEAT + (DSTIME(0)-TTDS1)
473:   endif
474: 
475:   ! *** APPLY DYE PROCESSES
476:   if( ISTRAN(3) >= 1 ) CALL CALDYE
477: 
478:   ! **************************************************************************************************
479:   ! *** BOTTOM AND INTERNAL SEDIMENT AND TOXIC CONTAMINATION SOURCE-SINK CALCULATION
480: 
481:   if( ISPROPWASH == 2 )then
482:     ! *** If using propeller momentum, compute propeller velocities at every timestep, but skip if computing below
483:     if( .not. ((SEDTIME+DELT) >= SEDSTEP .and. (ISTRAN(6) >= 1 .or. ISTRAN(7) >= 1 ) .and. TIMEDAY >= SEDSTART) )then
484:       if( IS2TIM > 0 .or. NCTBC /= 1 )then
485:         call Propwash_Calc_Sequence(1)
486:       endif
487:     endif
488:   endif
489: 
490:   ! *** SEDIMENT AND TOXICS SETTLING,DEPOSITION,RESUSPENSION,ETC

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:499-507
499:         if( propwash_on .and. IFIRST > 0 )then
500:           call Propwash_Calc_Sequence(0)
501:         endif
502:         
503:         call SSEDTOX
504:         SEDTIME = 0.0
505:       endif
506:     else
507:       ! *** FOR THREE TIME LEVEL SIMULATION"
phase1,16,models/EFDC/source-analysis/efdc_transport_scheme.md,28,REVIEW_ONLY,UPDATE_REQUIRED,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:113-131
113:   ! *** PRESPECIFY THE UPWIND CELLS FOR 3D ADVECTION
114:   !$OMP PARALLEL DO PRIVATE(ND,K,LP,L,LE,LN)
115:   do ND = 1,NDM
116:     do K = 1,KC
117:       do LP = 1,LLWET(K,ND)
118:         L = LKWET(LP,K,ND)
119:         if( UHDY2(L,K) >= 0.0 )then
120:           LUPU(L,K) = LWC(L)
121:         else
122:           LUPU(L,K) = L
123:         endif
124:         if( VHDX2(L,K) >= 0.0 )then
125:           LUPV(L,K) = LSC(L)
126:         else
127:           LUPV(L,K) = L
128:         endif
129:       enddo
130:     enddo
131: 

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:141-148
141:         enddo
142:       enddo
143:     endif
144:   enddo
145:   !$OMP END PARALLEL DO
146:   
147:   ! *** EE7.2 - MUST ZERO ALL THREADS FOR EVERY INSTANCE DO TO POTENTIAL OF DIFFERENT THREADS MAY NOT BE ZEROED FOR CURRENT TIME
148:   ! *** ZERO DRY CELL FLUXES"
phase1,17,models/EFDC/source-analysis/sediment/efdc_sediment.md,25,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:188-193
188:   ! *** 3D ADVECTI0N-DIFFUSION TRANSPORT FOR ALL WATER COLUMN CONSITUENTS (SEE VARINIT FOR WCV INITIALIZATION)
189:   !$OMP PARALLEL DEFAULT(SHARED)
190:   !$OMP DO PRIVATE(IW,IT,L) SCHEDULE(STATIC,1)
191:   do IW = 1,NACTIVEWC
192:     !$  IT = OMP_GET_THREAD_NUM() + 1
193:     call CALTRAN( IACTIVEWC1(IW), IACTIVEWC2(IW), WCV(IW).VAL0, WCV(IW).VAL1, IW, IT, WCV(IW).WCLIMIT, ISKIP(IW) )

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:213-220
213:   ! *** APPLY ANTI-DIFFUSION AND FLUX CORRECTOR
214:   !$OMP DO PRIVATE(IW,IT) SCHEDULE(STATIC,1)
215:   do IW = 1,NACTIVEWC
216:     if( ISKIP(IW) == 0 )then
217:       !$  IT = OMP_GET_THREAD_NUM() + 1
218:       call CALTRAN_AD( IACTIVEWC1(IW), IACTIVEWC2(IW), WCV(IW).VAL0, WCV(IW).VAL1, IW, IT )
219:     endif
220:   enddo

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:235-240
235: 
236:   !$OMP DO PRIVATE(IW,K,LP,L,CDTMP) SCHEDULE(STATIC,1)
237:   do IW = 1,NACTIVEWC
238:     if( ISADAC(IACTIVEWC1(IW)) == 1 )then 
239:       ! *** APPLY THE ANTI-DIFFUSIVE ADVECTION CALCULATION TO STANDARD DONOR CELL SCHEME
240:       if( ISKIP(IW) == 0 )then

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:290-299
290:     endif
291:     eps3d = max(eps_min,eps3d)
292: 
293:     !$OMP END SECTIONS
294:   endif
295:   
296:   if( ISICE == 4 .and. (IS2TL > 0 .or. (IS2TL == 0 .and. NCTBC /= NTSTBC)) )then
297:     if( LFRAZIL )then
298:       ! *** FRAZIL ICE TRANSPORT
299:       call CALTRANICE(FRAZILICE,FRAZILICE1,1)

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:480-488
480: 
481:   if( ISPROPWASH == 2 )then
482:     ! *** If using propeller momentum, compute propeller velocities at every timestep, but skip if computing below
483:     if( .not. ((SEDTIME+DELT) >= SEDSTEP .and. (ISTRAN(6) >= 1 .or. ISTRAN(7) >= 1 ) .and. TIMEDAY >= SEDSTART) )then
484:       if( IS2TIM > 0 .or. NCTBC /= 1 )then
485:         call Propwash_Calc_Sequence(1)
486:       endif
487:     endif
488:   endif

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/Transport/calconc.f90:499-507
499:         if( propwash_on .and. IFIRST > 0 )then
500:           call Propwash_Calc_Sequence(0)
501:         endif
502:         
503:         call SSEDTOX
504:         SEDTIME = 0.0
505:       endif
506:     else
507:       ! *** FOR THREE TIME LEVEL SIMULATION"
phase1,18,models/EFDC/source-analysis/efdc_boundary_conditions.md,19,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:543-550
543:   !C11*  READ GRID, ROUGHNESS, MASKING AND DEPTH parameterS
544:   NCARD = '11'
545:   ! *** ********************************************************
546:   if( process_id == master_id )then
547:     call SEEK('C11',0)
548:     read(1,*,IOSTAT = ISO) DX, DY, DXYCVT, IMDXDY, ZBRADJ, ZBRCVRT, HMIN, HADADJ, HCVRT, HDRY, HWET, BELADJ, BELCVRT, HDRYMOVE
549:   endif
550: 

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:565-569
565: 
566:   write(mpi_efdc_out_unit,1002) NCARD
567:   write(mpi_efdc_out_unit,*) DX, DY, DXYCVT, IMDXDY, ZBRADJ, ZBRCVRT, HMIN, HADADJ, HCVRT, HDRY, HWET, BELADJ, BELCVRT, HDRYMOVE
568:   if( ISO > 0 ) GOTO 100
569:"
phase1,19,models/EFDC/source-analysis/efdc_boundary_conditions.md,19,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:729-754
729:   call Broadcast_Scalar(QQLMIN   , master_id)
730:   call Broadcast_Scalar(DMLMIN   , master_id)
731: 
732:   !C14*  READ TIDAL & ATMOSPHERIC FORCING, GROUND WATER AND SUBGRID CHANNEL parameterS
733:   NCARD = '14'
734:   ! *** ********************************************************
735:   if( process_id == master_id )then
736:     call SEEK('C14',0)
737:     read(1,*,IOSTAT = ISO) MTIDE, NWSER, NASER, ISGWIT, ISCHAN, ISWAVE, ITIDASM, ISPERC, ISBODYF, ISPNHYDS, ISPROPWASH
738: 
739:     write(mpi_efdc_out_unit,1002) NCARD
740:     write(mpi_efdc_out_unit,*) MTIDE, NWSER, NASER, ISGWIT, ISCHAN, ISWAVE, ITIDASM, ISPERC, ISBODYF, ISPNHYDS, ISPROPWASH
741:     if( ISO > 0 ) GOTO 100
742:   endif
743: 
744:   call Broadcast_Scalar(MTIDE     , master_id)
745:   call Broadcast_Scalar(NWSER     , master_id)
746:   call Broadcast_Scalar(NASER     , master_id)
747:   call Broadcast_Scalar(ISGWIT    , master_id)
748:   call Broadcast_Scalar(ISCHAN    , master_id)
749:   call Broadcast_Scalar(ISWAVE    , master_id)
750:   call Broadcast_Scalar(ITIDASM   , master_id)
751:   call Broadcast_Scalar(ISPERC    , master_id)
752:   call Broadcast_Scalar(ISBODYF   , master_id)
753:   call Broadcast_Scalar(ISPNHYDS  , master_id)
754:   call Broadcast_Scalar(ISPROPWASH, master_id)"
phase1,20,models/EFDC/source-analysis/efdc_boundary_conditions.md,19,NO_ACTION,NO_ACTION,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:852-869
852:   if( MTIDE > 0 )then
853:     !C15*  READ PERIODIC FORCING (TIDAL) CONSTITUENT SYMBOLS AND PERIODS
854:     NCARD = '15'
855:     if( process_id == master_id )then
856:       call SEEK('C15',0)
857:       do M = 1,MTIDE
858:         read(1,*,IOSTAT = ISO) SYMBOL(M),TCP(M)
859: 
860:         write(mpi_efdc_out_unit,1002) NCARD
861:         write(mpi_efdc_out_unit,*) SYMBOL(M),TCP(M)
862:         if( ISO > 0 ) GOTO 100
863:       enddo
864:     endif
865:     call Broadcast_Array(SYMBOL, master_id)
866:     call Broadcast_Array(TCP,    master_id)
867: 
868:   endif
869:"
B1,B1-1,models/EFDC/manual-notes/efdc-user-manual-r850.md,104,UPDATE_REQUIRED,UPDATE_REQUIRED,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:303-314
303:   if( process_id == master_id )then
304:     call SEEK('C6',0)
305:     do NS = 0,8
306:       read(1,*,IOSTAT = ISO) ISTRAN(NS), ISTOPT(NS), ldum, ISADAC(NS), ISFCT(NS), ldum, ldum, ldum, ISCI(NS), ISCO(NS)
307:       write(mpi_efdc_out_unit,1002) NCARD
308:       write(mpi_efdc_out_unit,*) ISTRAN(NS), ISTOPT(NS), ldum, ISADAC(NS), ISFCT(NS), ldum, ldum, ldum, ISCI(NS), ISCO(NS)
309:       if( ISO > 0 ) GOTO 100
310:     enddo
311:   endif
312: 
313:   call Broadcast_Array(ISTRAN, master_id)
314:   call Broadcast_Array(ISTOPT, master_id)"
B1,B1-2,models/EFDC/source-analysis/efdc_boundary_conditions.md,19,REVIEW_ONLY,REVIEW_ONLY,"models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:870-889
870:   !C16*  READ SURFACE ELEVATION OR PRESSURE BOUNDARY CONDITION parameterS
871:   NCARD = '16'
872:   ! *** ********************************************************
873:   if( process_id == master_id )then
874:     call SEEK('C16',0)
875:     read(1,*,IOSTAT = ISO) NPBS, NPBW, NPBE, NPBN, NPFOR_Readin, NPFORT, NPSER, PDGINIT
876: 
877:     write(mpi_efdc_out_unit,1002) NCARD
878:     write(mpi_efdc_out_unit,*) NPBS, NPBW, NPBE, NPBN, NPFOR_Readin, NPFORT, NPSER, PDGINIT
879:     if( ISO > 0 ) GOTO 100
880:   endif
881: 
882:   call Broadcast_Scalar(NPBS        , master_id)
883:   call Broadcast_Scalar(NPBW        , master_id)
884:   call Broadcast_Scalar(NPBE        , master_id)
885:   call Broadcast_Scalar(NPBN        , master_id)
886:   call Broadcast_Scalar(NPFOR_Readin, master_id)
887:   call Broadcast_Scalar(NPFORT      , master_id)
888:   call Broadcast_Scalar(NPSER       , master_id)
889:   call Broadcast_Scalar(PDGINIT     , master_id)

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:904-927
904:       do NP = 1,NPFOR_Readin
905:         do M = 1,MTIDE
906:           if( NPFORT == 0 )then
907:             read(1,*,IOSTAT = ISO)NDUM,CDUM,PFAM(NP,M),PFPH(NP,M)
908:             write(mpi_efdc_out_unit,1002) NCARD
909:             write(mpi_efdc_out_unit,*) NDUM, CDUM, PFAM(NP,M), PFPH(NP,M)
910:             if( ISO > 0 ) GOTO 100
911:           elseif( NPFORT >= 1 )then
912:             read(1,*,IOSTAT = ISO) NDUM, CDUM, PFAM(NP,M), PFPH(NP,M)
913:             RAD = PI2*PFPH(NP,M)/TCP(M)
914:             CPFAM0(NP,M) = PFAM(NP,M)*COS(RAD)
915:             SPFAM0(NP,M) = PFAM(NP,M)*SIN(RAD)
916:             write(mpi_efdc_out_unit,1002) NCARD
917:             write(mpi_efdc_out_unit,*) NDUM, CDUM, PFAM(NP,M), PFPH(NP,M), CPFAM0(NP,M), SPFAM0(NP,M)
918:             if( ISO > 0 ) GOTO 100
919:             read(1,*,IOSTAT = ISO) NDUM, CDUM, PFAM(NP,M), PFPH(NP,M)
920:             RAD = PI2*PFPH(NP,M)/TCP(M)
921:             CPFAM1(NP,M) = PFAM(NP,M)*COS(RAD)-CPFAM0(NP,M)
922:             SPFAM1(NP,M) = PFAM(NP,M)*SIN(RAD)-SPFAM0(NP,M)
923:             write(mpi_efdc_out_unit,1002) NCARD
924:             write(mpi_efdc_out_unit,*) NDUM, CDUM, PFAM(NP,M), PFPH(NP,M), CPFAM1(NP,M), SPFAM1(NP,M)
925:             CPFAM2(NP,M) = 0.0
926:             SPFAM2(NP,M) = 0.0
927:           elseif( NPFORT == 2 )then

models/EFDC/raw/source_code/EFDCPlus_Stable/EFDC/input.f90:980-985
980:           do M = 1,MTIDE
981:             if( NPFORS == 0) exit
982:             RAD = PI2*PFPH(NPFORS,M)/TCP(M)
983:             AMP = G*PFAM(NPFORS,M)
984:             PCBS_GL(L,M) = AMP*COS(RAD)
985:             PSBS_GL(L,M) = AMP*SIN(RAD)"
